date,route_id,origin,destination,carrier_id,carrier_name,transit_time_days,cost,on_time_delivery,mode,distance_km
2023-05-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7772,1,Ship,12000
2023-05-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-05-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7851,1,Ship,12000
2023-05-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1756,0,Truck,800
2023-05-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7830,1,Ship,12000
2023-05-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-05-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10641,1,Ship,12000
2023-05-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2397,0,Truck,800
2023-05-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8719,0,Ship,12000
2023-05-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,664,1,Truck,800
2023-05-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8058,0,Ship,12000
2023-05-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,48,0,Truck,800
2023-05-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8581,1,Ship,12000
2023-05-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,3887,0,Truck,800
2023-05-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8339,1,Ship,12000
2023-05-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2044,1,Truck,800
2023-05-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7633,1,Ship,12000
2023-05-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1403,1,Truck,800
2023-05-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7778,1,Ship,12000
2023-05-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1218,1,Truck,800
2023-05-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10060,1,Ship,12000
2023-05-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1558,1,Truck,800
2023-05-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10007,1,Ship,12000
2023-05-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2757,1,Truck,800
2023-05-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8125,0,Ship,12000
2023-05-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3075,1,Truck,800
2023-05-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8942,1,Ship,12000
2023-05-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1552,1,Truck,800
2023-05-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7757,0,Ship,12000
2023-05-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2454,0,Truck,800
2023-05-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9033,1,Ship,12000
2023-05-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,393,1,Truck,800
2023-05-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9159,1,Ship,12000
2023-05-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-05-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7090,1,Ship,12000
2023-05-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1173,1,Truck,800
2023-05-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8029,1,Ship,12000
2023-06-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,811,0,Truck,800
2023-06-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9990,1,Ship,12000
2023-06-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1387,1,Truck,800
2023-06-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8026,1,Ship,12000
2023-06-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-06-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8936,0,Ship,12000
2023-06-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1902,1,Truck,800
2023-06-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9288,1,Ship,12000
2023-06-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,897,1,Truck,800
2023-06-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6581,0,Ship,12000
2023-06-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2743,0,Truck,800
2023-06-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7157,1,Ship,12000
2023-06-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,913,0,Truck,800
2023-06-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9313,1,Ship,12000
2023-06-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1759,1,Truck,800
2023-06-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7569,1,Ship,12000
2023-06-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3629,1,Truck,800
2023-06-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8185,1,Ship,12000
2023-06-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1429,0,Truck,800
2023-06-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8802,1,Ship,12000
2023-06-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1784,1,Truck,800
2023-06-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9116,1,Ship,12000
2023-06-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,629,1,Truck,800
2023-06-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,5308,0,Ship,12000
2023-06-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-06-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8890,0,Ship,12000
2023-06-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-06-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8564,1,Ship,12000
2023-06-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1877,1,Truck,800
2023-06-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8711,1,Ship,12000
2023-06-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,720,1,Truck,800
2023-06-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8273,1,Ship,12000
2023-06-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3445,1,Truck,800
2023-06-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8494,1,Ship,12000
2023-06-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-06-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7348,1,Ship,12000
2023-06-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2339,1,Truck,800
2023-06-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6799,0,Ship,12000
2023-06-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,443,1,Truck,800
2023-06-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9026,0,Ship,12000
2023-06-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1151,1,Truck,800
2023-06-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8462,1,Ship,12000
2023-06-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2644,1,Truck,800
2023-06-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,6223,1,Ship,12000
2023-06-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1767,0,Truck,800
2023-06-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,10437,1,Ship,12000
2023-06-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,846,1,Truck,800
2023-06-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8067,1,Ship,12000
2023-06-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1561,0,Truck,800
2023-06-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8431,1,Ship,12000
2023-06-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1972,1,Truck,800
2023-06-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8281,1,Ship,12000
2023-06-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1311,1,Truck,800
2023-06-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6863,0,Ship,12000
2023-06-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1275,1,Truck,800
2023-06-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8373,1,Ship,12000
2023-06-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3102,1,Truck,800
2023-06-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9435,1,Ship,12000
2023-06-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1496,1,Truck,800
2023-06-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9025,1,Ship,12000
2023-07-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1162,1,Truck,800
2023-07-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8389,1,Ship,12000
2023-07-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1970,1,Truck,800
2023-07-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7687,1,Ship,12000
2023-07-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,560,1,Truck,800
2023-07-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6548,1,Ship,12000
2023-07-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,855,1,Truck,800
2023-07-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8447,1,Ship,12000
2023-07-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1604,1,Truck,800
2023-07-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6994,1,Ship,12000
2023-07-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1247,1,Truck,800
2023-07-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9249,1,Ship,12000
2023-07-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2023-07-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,7399,0,Ship,12000
2023-07-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2708,1,Truck,800
2023-07-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7883,1,Ship,12000
2023-07-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3911,1,Truck,800
2023-07-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,10300,0,Ship,12000
2023-07-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,513,1,Truck,800
2023-07-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9645,1,Ship,12000
2023-07-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2423,1,Truck,800
2023-07-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8108,1,Ship,12000
2023-07-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1564,0,Truck,800
2023-07-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7922,1,Ship,12000
2023-07-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2023-07-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10066,1,Ship,12000
2023-07-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1029,1,Truck,800
2023-07-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8923,1,Ship,12000
2023-07-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2671,1,Truck,800
2023-07-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9763,0,Ship,12000
2023-07-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,744,0,Truck,800
2023-07-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,6351,1,Ship,12000
2023-07-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,399,0,Truck,800
2023-07-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6153,0,Ship,12000
2023-07-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2300,1,Truck,800
2023-07-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8446,0,Ship,12000
2023-07-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-07-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6874,0,Ship,12000
2023-07-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1093,0,Truck,800
2023-07-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10355,1,Ship,12000
2023-07-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3100,1,Truck,800
2023-07-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,6918,1,Ship,12000
2023-07-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,373,1,Truck,800
2023-07-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,10443,1,Ship,12000
2023-07-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,664,1,Truck,800
2023-07-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8000,1,Ship,12000
2023-07-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-07-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8303,1,Ship,12000
2023-07-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2403,1,Truck,800
2023-07-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6527,0,Ship,12000
2023-07-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,7,1,Truck,800
2023-07-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9920,1,Ship,12000
2023-07-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1951,1,Truck,800
2023-07-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7859,1,Ship,12000
2023-07-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,4245,1,Truck,800
2023-07-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9218,1,Ship,12000
2023-07-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3137,1,Truck,800
2023-07-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8492,1,Ship,12000
2023-07-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,464,1,Truck,800
2023-07-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8190,0,Ship,12000
2023-07-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-07-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9550,1,Ship,12000
2023-08-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,835,1,Truck,800
2023-08-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8767,0,Ship,12000
2023-08-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,630,0,Truck,800
2023-08-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8735,1,Ship,12000
2023-08-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-08-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8904,1,Ship,12000
2023-08-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,22,1,Truck,800
2023-08-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8082,1,Ship,12000
2023-08-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,613,1,Truck,800
2023-08-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8846,1,Ship,12000
2023-08-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-08-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7901,1,Ship,12000
2023-08-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2638,0,Truck,800
2023-08-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7120,0,Ship,12000
2023-08-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-08-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7697,0,Ship,12000
2023-08-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,213,1,Truck,800
2023-08-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,10708,0,Ship,12000
2023-08-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2061,1,Truck,800
2023-08-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6624,1,Ship,12000
2023-08-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,894,1,Truck,800
2023-08-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8748,1,Ship,12000
2023-08-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,836,1,Truck,800
2023-08-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,5960,0,Ship,12000
2023-08-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1706,1,Truck,800
2023-08-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7082,1,Ship,12000
2023-08-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-08-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6418,1,Ship,12000
2023-08-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,728,1,Truck,800
2023-08-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8587,0,Ship,12000
2023-08-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-08-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8010,1,Ship,12000
2023-08-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,95,1,Truck,800
2023-08-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9446,1,Ship,12000
2023-08-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,440,1,Truck,800
2023-08-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9539,1,Ship,12000
2023-08-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1612,0,Truck,800
2023-08-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,7255,0,Ship,12000
2023-08-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,988,0,Truck,800
2023-08-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7984,1,Ship,12000
2023-08-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2318,0,Truck,800
2023-08-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9055,1,Ship,12000
2023-08-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1165,1,Truck,800
2023-08-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8306,0,Ship,12000
2023-08-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,864,0,Truck,800
2023-08-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8077,1,Ship,12000
2023-08-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1559,1,Truck,800
2023-08-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,11407,1,Ship,12000
2023-08-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1493,1,Truck,800
2023-08-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8486,1,Ship,12000
2023-08-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1630,1,Truck,800
2023-08-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6295,1,Ship,12000
2023-08-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,804,1,Truck,800
2023-08-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9762,1,Ship,12000
2023-08-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,382,1,Truck,800
2023-08-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9483,0,Ship,12000
2023-08-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1149,1,Truck,800
2023-08-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8479,1,Ship,12000
2023-08-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-08-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8573,1,Ship,12000
2023-08-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1023,1,Truck,800
2023-08-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7737,1,Ship,12000
2023-09-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2964,1,Truck,800
2023-09-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,10583,1,Ship,12000
2023-09-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,97,1,Truck,800
2023-09-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7686,1,Ship,12000
2023-09-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2517,1,Truck,800
2023-09-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7717,1,Ship,12000
2023-09-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1541,0,Truck,800
2023-09-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8020,1,Ship,12000
2023-09-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,966,0,Truck,800
2023-09-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7705,1,Ship,12000
2023-09-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1924,0,Truck,800
2023-09-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,11151,1,Ship,12000
2023-09-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1169,1,Truck,800
2023-09-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8812,1,Ship,12000
2023-09-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1299,1,Truck,800
2023-09-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6398,1,Ship,12000
2023-09-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,608,1,Truck,800
2023-09-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7362,1,Ship,12000
2023-09-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1952,0,Truck,800
2023-09-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7617,1,Ship,12000
2023-09-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2426,1,Truck,800
2023-09-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7196,0,Ship,12000
2023-09-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2138,1,Truck,800
2023-09-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7167,1,Ship,12000
2023-09-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1478,1,Truck,800
2023-09-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7558,1,Ship,12000
2023-09-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,331,1,Truck,800
2023-09-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10922,1,Ship,12000
2023-09-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,121,1,Truck,800
2023-09-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8479,0,Ship,12000
2023-09-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2293,1,Truck,800
2023-09-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6494,1,Ship,12000
2023-09-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1681,1,Truck,800
2023-09-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10565,1,Ship,12000
2023-09-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-09-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8094,1,Ship,12000
2023-09-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,607,1,Truck,800
2023-09-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9670,1,Ship,12000
2023-09-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,946,0,Truck,800
2023-09-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9599,1,Ship,12000
2023-09-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3098,1,Truck,800
2023-09-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10541,1,Ship,12000
2023-09-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3382,1,Truck,800
2023-09-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7613,1,Ship,12000
2023-09-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2971,1,Truck,800
