date,warehouse_id,warehouse_name,warehouse_region,sku,stock_on_hand,safety_stock,reorder_point,inbound_qty,outbound_qty,days_of_supply
2023-06-02,WH_001,Central Warehouse,Midwest,SKU_123,15256,5000,8000,752,2609,5
2023-06-02,WH_002,West Warehouse,California,SKU_456,3423,2000,4000,2328,2440,1
2023-06-03,WH_001,Central Warehouse,Midwest,SKU_123,16096,5000,8000,2210,918,17
2023-06-03,WH_002,West Warehouse,California,SKU_456,3163,2000,4000,2924,2403,1
2023-06-04,WH_001,Central Warehouse,Midwest,SKU_123,12464,5000,8000,633,25,498
2023-06-04,WH_002,West Warehouse,California,SKU_456,4567,2000,4000,1863,2459,1
2023-06-05,WH_001,Central Warehouse,Midwest,SKU_123,16355,5000,8000,2366,1259,12
2023-06-05,WH_002,West Warehouse,California,SKU_456,5958,2000,4000,3686,1620,3
2023-06-06,WH_001,Central Warehouse,Midwest,SKU_123,6640,5000,8000,1191,985,6
2023-06-06,WH_002,West Warehouse,California,SKU_456,6088,2000,4000,2675,1435,4
2023-06-07,WH_001,Central Warehouse,Midwest,SKU_123,13730,5000,8000,3576,1082,12
2023-06-07,WH_002,West Warehouse,California,SKU_456,14524,2000,4000,1194,1553,9
2023-06-08,WH_001,Central Warehouse,Midwest,SKU_123,13015,5000,8000,2148,1766,7
2023-06-08,WH_002,West Warehouse,California,SKU_456,9518,2000,4000,1096,826,11
2023-06-09,WH_001,Central Warehouse,Midwest,SKU_123,22761,5000,8000,1419,1919,11
2023-06-09,WH_002,West Warehouse,California,SKU_456,2373,2000,4000,1664,1423,1
2023-06-10,WH_001,Central Warehouse,Midwest,SKU_123,15654,5000,8000,0,1599,9
2023-06-10,WH_002,West Warehouse,California,SKU_456,3975,2000,4000,2389,878,4
2023-06-11,WH_001,Central Warehouse,Midwest,SKU_123,11005,5000,8000,1671,868,12
2023-06-11,WH_002,West Warehouse,California,SKU_456,6335,2000,4000,567,400,15
2023-06-12,WH_001,Central Warehouse,Midwest,SKU_123,17562,5000,8000,444,1392,12
2023-06-12,WH_002,West Warehouse,California,SKU_456,10635,2000,4000,1262,1004,10
2023-06-13,WH_001,Central Warehouse,Midwest,SKU_123,14791,5000,8000,3341,798,18
2023-06-13,WH_002,West Warehouse,California,SKU_456,7474,2000,4000,0,1264,5
2023-06-14,WH_001,Central Warehouse,Midwest,SKU_123,14119,5000,8000,974,1225,11
2023-06-14,WH_002,West Warehouse,California,SKU_456,3071,2000,4000,2092,2133,1
2023-06-15,WH_001,Central Warehouse,Midwest,SKU_123,10159,5000,8000,1252,1801,5
2023-06-15,WH_002,West Warehouse,California,SKU_456,12242,2000,4000,208,1398,8
2023-06-16,WH_001,Central Warehouse,Midwest,SKU_123,14990,5000,8000,1877,13,1153
2023-06-16,WH_002,West Warehouse,California,SKU_456,9753,2000,4000,3823,1569,6
2023-06-17,WH_001,Central Warehouse,Midwest,SKU_123,10391,5000,8000,1384,2561,4
2023-06-17,WH_002,West Warehouse,California,SKU_456,11184,2000,4000,2768,1713,6
2023-06-18,WH_001,Central Warehouse,Midwest,SKU_123,11686,5000,8000,1759,1453,8
2023-06-18,WH_002,West Warehouse,California,SKU_456,9923,2000,4000,3810,2171,4
2023-06-19,WH_001,Central Warehouse,Midwest,SKU_123,9032,5000,8000,2268,1942,4
2023-06-19,WH_002,West Warehouse,California,SKU_456,10166,2000,4000,1244,3248,3
2023-06-20,WH_001,Central Warehouse,Midwest,SKU_123,9530,5000,8000,700,1640,5
2023-06-20,WH_002,West Warehouse,California,SKU_456,15408,2000,4000,996,1340,11
2023-06-21,WH_001,Central Warehouse,Midwest,SKU_123,17770,5000,8000,1978,1299,13
2023-06-21,WH_002,West Warehouse,California,SKU_456,9979,2000,4000,2327,2118,4
2023-06-22,WH_001,Central Warehouse,Midwest,SKU_123,18520,5000,8000,2368,1675,11
2023-06-22,WH_002,West Warehouse,California,SKU_456,8749,2000,4000,2586,1533,5
2023-06-23,WH_001,Central Warehouse,Midwest,SKU_123,13997,5000,8000,3435,2409,5
2023-06-23,WH_002,West Warehouse,California,SKU_456,2723,2000,4000,2012,1086,2
2023-06-24,WH_001,Central Warehouse,Midwest,SKU_123,12911,5000,8000,2483,1901,6
2023-06-24,WH_002,West Warehouse,California,SKU_456,7607,2000,4000,0,920,8
2023-06-25,WH_001,Central Warehouse,Midwest,SKU_123,17137,5000,8000,0,2212,7
2023-06-25,WH_002,West Warehouse,California,SKU_456,9824,2000,4000,3579,1380,7
2023-06-26,WH_001,Central Warehouse,Midwest,SKU_123,6785,5000,8000,2516,2264,2
2023-06-26,WH_002,West Warehouse,California,SKU_456,11236,2000,4000,1204,1552,7
2023-06-27,WH_001,Central Warehouse,Midwest,SKU_123,12135,5000,8000,1016,2073,5
2023-06-27,WH_002,West Warehouse,California,SKU_456,3808,2000,4000,927,837,4
2023-06-28,WH_001,Central Warehouse,Midwest,SKU_123,8784,5000,8000,2175,2196,4
2023-06-28,WH_002,West Warehouse,California,SKU_456,7352,2000,4000,193,2003,3
2023-06-29,WH_001,Central Warehouse,Midwest,SKU_123,19899,5000,8000,1224,1212,16
2023-06-29,WH_002,West Warehouse,California,SKU_456,9804,2000,4000,3946,1188,8
2023-06-30,WH_001,Central Warehouse,Midwest,SKU_123,9336,5000,8000,2757,1979,4
2023-06-30,WH_002,West Warehouse,California,SKU_456,8021,2000,4000,1330,2096,3
2023-07-01,WH_001,Central Warehouse,Midwest,SKU_123,15848,5000,8000,1077,1529,10
2023-07-01,WH_002,West Warehouse,California,SKU_456,3269,2000,4000,2823,1342,2
2023-07-02,WH_001,Central Warehouse,Midwest,SKU_123,12475,5000,8000,1960,1524,8
2023-07-02,WH_002,West Warehouse,California,SKU_456,11132,2000,4000,2709,1406,7
2023-07-03,WH_001,Central Warehouse,Midwest,SKU_123,16672,5000,8000,2480,1244,13
2023-07-03,WH_002,West Warehouse,California,SKU_456,7563,2000,4000,1822,1803,4
2023-07-04,WH_001,Central Warehouse,Midwest,SKU_123,12715,5000,8000,1531,2681,4
2023-07-04,WH_002,West Warehouse,California,SKU_456,11289,2000,4000,1087,1842,6
2023-07-05,WH_001,Central Warehouse,Midwest,SKU_123,14414,5000,8000,2469,1582,9
2023-07-05,WH_002,West Warehouse,California,SKU_456,12163,2000,4000,2414,1462,8
2023-07-06,WH_001,Central Warehouse,Midwest,SKU_123,17647,5000,8000,2279,1572,11
2023-07-06,WH_002,West Warehouse,California,SKU_456,9099,2000,4000,1887,1505,6
2023-07-07,WH_001,Central Warehouse,Midwest,SKU_123,11946,5000,8000,1098,900,13
2023-07-07,WH_002,West Warehouse,California,SKU_456,3128,2000,4000,944,1395,2
2023-07-08,WH_001,Central Warehouse,Midwest,SKU_123,14360,5000,8000,1674,86,166
2023-07-08,WH_002,West Warehouse,California,SKU_456,13511,2000,4000,3303,1767,7
2023-07-09,WH_001,Central Warehouse,Midwest,SKU_123,20676,5000,8000,827,2632,7
2023-07-09,WH_002,West Warehouse,California,SKU_456,4621,2000,4000,2286,735,6
2023-07-10,WH_001,Central Warehouse,Midwest,SKU_123,14051,5000,8000,2463,1407,9
2023-07-10,WH_002,West Warehouse,California,SKU_456,10498,2000,4000,2118,1186,8
2023-07-11,WH_001,Central Warehouse,Midwest,SKU_123,12016,5000,8000,2973,1107,10
2023-07-11,WH_002,West Warehouse,California,SKU_456,11203,2000,4000,3467,498,22
2023-07-12,WH_001,Central Warehouse,Midwest,SKU_123,17965,5000,8000,4472,1651,10
2023-07-12,WH_002,West Warehouse,California,SKU_456,10096,2000,4000,3244,1334,7
2023-07-13,WH_001,Central Warehouse,Midwest,SKU_123,14637,5000,8000,422,1583,9
2023-07-13,WH_002,West Warehouse,California,SKU_456,9743,2000,4000,2619,2139,4
2023-07-14,WH_001,Central Warehouse,Midwest,SKU_123,11288,5000,8000,1360,2637,4
2023-07-14,WH_002,West Warehouse,California,SKU_456,7473,2000,4000,2240,1459,5
2023-07-15,WH_001,Central Warehouse,Midwest,SKU_123,11124,5000,8000,3948,1183,9
2023-07-15,WH_002,West Warehouse,California,SKU_456,4054,2000,4000,1459,298,13
2023-07-16,WH_001,Central Warehouse,Midwest,SKU_123,11720,5000,8000,838,1870,6
2023-07-16,WH_002,West Warehouse,California,SKU_456,5643,2000,4000,3065,2339,2
2023-07-17,WH_001,Central Warehouse,Midwest,SKU_123,16734,5000,8000,1741,1584,10
2023-07-17,WH_002,West Warehouse,California,SKU_456,2662,2000,4000,1839,983,2
2023-07-18,WH_001,Central Warehouse,Midwest,SKU_123,16430,5000,8000,5087,1799,9
2023-07-18,WH_002,West Warehouse,California,SKU_456,1031,2000,4000,1566,1573,1
2023-07-19,WH_001,Central Warehouse,Midwest,SKU_123,14305,5000,8000,1123,1647,8
2023-07-19,WH_002,West Warehouse,California,SKU_456,3651,2000,4000,866,1887,1
2023-07-20,WH_001,Central Warehouse,Midwest,SKU_123,10445,5000,8000,2645,678,15
2023-07-20,WH_002,West Warehouse,California,SKU_456,14176,2000,4000,1070,1365,10
2023-07-21,WH_001,Central Warehouse,Midwest,SKU_123,15157,5000,8000,1321,1586,9
2023-07-21,WH_002,West Warehouse,California,SKU_456,10013,2000,4000,3152,1974,5
2023-07-22,WH_001,Central Warehouse,Midwest,SKU_123,13398,5000,8000,1824,2909,4
2023-07-22,WH_002,West Warehouse,California,SKU_456,11324,2000,4000,893,1559,7
2023-07-23,WH_001,Central Warehouse,Midwest,SKU_123,12826,5000,8000,1837,762,16
2023-07-23,WH_002,West Warehouse,California,SKU_456,6558,2000,4000,4173,1847,3
2023-07-24,WH_001,Central Warehouse,Midwest,SKU_123,5280,5000,8000,3460,2153,2
2023-07-24,WH_002,West Warehouse,California,SKU_456,6742,2000,4000,2860,984,6
2023-07-25,WH_001,Central Warehouse,Midwest,SKU_123,12354,5000,8000,3798,1336,9
2023-07-25,WH_002,West Warehouse,California,SKU_456,1455,2000,4000,1924,1452,1
2023-07-26,WH_001,Central Warehouse,Midwest,SKU_123,18194,5000,8000,2017,1247,14
2023-07-26,WH_002,West Warehouse,California,SKU_456,11657,2000,4000,2144,1049,11
2023-07-27,WH_001,Central Warehouse,Midwest,SKU_123,18042,5000,8000,2232,1501,12
2023-07-27,WH_002,West Warehouse,California,SKU_456,8622,2000,4000,715,1183,7
2023-07-28,WH_001,Central Warehouse,Midwest,SKU_123,14012,5000,8000,1766,2263,6
2023-07-28,WH_002,West Warehouse,California,SKU_456,8760,2000,4000,3025,1505,5
2023-07-29,WH_001,Central Warehouse,Midwest,SKU_123,17697,5000,8000,2477,1508,11
2023-07-29,WH_002,West Warehouse,California,SKU_456,7953,2000,4000,854,1804,4
2023-07-30,WH_001,Central Warehouse,Midwest,SKU_123,13859,5000,8000,1397,2163,6
2023-07-30,WH_002,West Warehouse,California,SKU_456,3624,2000,4000,1493,2116,1
2023-07-31,WH_001,Central Warehouse,Midwest,SKU_123,15104,5000,8000,1942,1650,9
2023-07-31,WH_002,West Warehouse,California,SKU_456,8627,2000,4000,180,1290,6
2023-08-01,WH_001,Central Warehouse,Midwest,SKU_123,19657,5000,8000,1208,1309,15
2023-08-01,WH_002,West Warehouse,California,SKU_456,6104,2000,4000,1895,1150,5
2023-08-02,WH_001,Central Warehouse,Midwest,SKU_123,15703,5000,8000,2236,1964,7
2023-08-02,WH_002,West Warehouse,California,SKU_456,4321,2000,4000,1591,1364,3
2023-08-03,WH_001,Central Warehouse,Midwest,SKU_123,15594,5000,8000,1048,2049,7
2023-08-03,WH_002,West Warehouse,California,SKU_456,12152,2000,4000,813,1205,10
2023-08-04,WH_001,Central Warehouse,Midwest,SKU_123,12138,5000,8000,5158,1242,9
2023-08-04,WH_002,West Warehouse,California,SKU_456,13871,2000,4000,480,906,15
2023-08-05,WH_001,Central Warehouse,Midwest,SKU_123,11596,5000,8000,985,1339,8
2023-08-05,WH_002,West Warehouse,California,SKU_456,5519,2000,4000,1016,2195,2
2023-08-06,WH_001,Central Warehouse,Midwest,SKU_123,18283,5000,8000,3139,1814,10
2023-08-06,WH_002,West Warehouse,California,SKU_456,8324,2000,4000,1403,928,8
2023-08-07,WH_001,Central Warehouse,Midwest,SKU_123,15270,5000,8000,591,903,16
2023-08-07,WH_002,West Warehouse,California,SKU_456,12035,2000,4000,4280,1735,6
2023-08-08,WH_001,Central Warehouse,Midwest,SKU_123,17872,5000,8000,1704,697,25
2023-08-08,WH_002,West Warehouse,California,SKU_456,10142,2000,4000,2683,1543,6
2023-08-09,WH_001,Central Warehouse,Midwest,SKU_123,13151,5000,8000,3154,908,14
2023-08-09,WH_002,West Warehouse,California,SKU_456,5291,2000,4000,790,1550,3
2023-08-10,WH_001,Central Warehouse,Midwest,SKU_123,10192,5000,8000,1178,1076,9
2023-08-10,WH_002,West Warehouse,California,SKU_456,7087,2000,4000,215,1552,4
2023-08-11,WH_001,Central Warehouse,Midwest,SKU_123,18365,5000,8000,2162,2424,7
2023-08-11,WH_002,West Warehouse,California,SKU_456,12668,2000,4000,2933,1544,8
2023-08-12,WH_001,Central Warehouse,Midwest,SKU_123,14078,5000,8000,2916,1264,11
2023-08-12,WH_002,West Warehouse,California,SKU_456,1411,2000,4000,2590,821,1
2023-08-13,WH_001,Central Warehouse,Midwest,SKU_123,10632,5000,8000,2000,1442,7
2023-08-13,WH_002,West Warehouse,California,SKU_456,3057,2000,4000,2198,2079,1
2023-08-14,WH_001,Central Warehouse,Midwest,SKU_123,10050,5000,8000,3526,563,17
2023-08-14,WH_002,West Warehouse,California,SKU_456,15410,2000,4000,1506,1587,9
2023-08-15,WH_001,Central Warehouse,Midwest,SKU_123,7377,5000,8000,1925,1637,4
2023-08-15,WH_002,West Warehouse,California,SKU_456,7698,2000,4000,1324,932,8
2023-08-16,WH_001,Central Warehouse,Midwest,SKU_123,17956,5000,8000,2036,2424,7
2023-08-16,WH_002,West Warehouse,California,SKU_456,6157,2000,4000,1478,1989,3
2023-08-17,WH_001,Central Warehouse,Midwest,SKU_123,8319,5000,8000,543,2158,3
2023-08-17,WH_002,West Warehouse,California,SKU_456,3898,2000,4000,0,2621,1
2023-08-18,WH_001,Central Warehouse,Midwest,SKU_123,9121,5000,8000,2220,1541,5
2023-08-18,WH_002,West Warehouse,California,SKU_456,1,2000,4000,1679,1769,1
2023-08-19,WH_001,Central Warehouse,Midwest,SKU_123,15240,5000,8000,3084,1267,12
2023-08-19,WH_002,West Warehouse,California,SKU_456,10493,2000,4000,1172,653,16
2023-08-20,WH_001,Central Warehouse,Midwest,SKU_123,9457,5000,8000,245,2105,4
2023-08-20,WH_002,West Warehouse,California,SKU_456,2698,2000,4000,2328,1340,2
2023-08-21,WH_001,Central Warehouse,Midwest,SKU_123,13640,5000,8000,3636,1236,11
2023-08-21,WH_002,West Warehouse,California,SKU_456,10140,2000,4000,2045,1408,7
2023-08-22,WH_001,Central Warehouse,Midwest,SKU_123,22049,5000,8000,270,2273,9
2023-08-22,WH_002,West Warehouse,California,SKU_456,10297,2000,4000,1424,2477,4
2023-08-23,WH_001,Central Warehouse,Midwest,SKU_123,7531,5000,8000,1373,774,9
2023-08-23,WH_002,West Warehouse,California,SKU_456,9442,2000,4000,664,1759,5
2023-08-24,WH_001,Central Warehouse,Midwest,SKU_123,13347,5000,8000,1424,1733,7
2023-08-24,WH_002,West Warehouse,California,SKU_456,7059,2000,4000,693,3180,2
2023-08-25,WH_001,Central Warehouse,Midwest,SKU_123,12294,5000,8000,0,994,12
2023-08-25,WH_002,West Warehouse,California,SKU_456,3564,2000,4000,2991,1692,2
2023-08-26,WH_001,Central Warehouse,Midwest,SKU_123,15395,5000,8000,1555,1332,11
2023-08-26,WH_002,West Warehouse,California,SKU_456,6701,2000,4000,1902,2001,3
2023-08-27,WH_001,Central Warehouse,Midwest,SKU_123,15176,5000,8000,2600,1799,8
2023-08-27,WH_002,West Warehouse,California,SKU_456,11095,2000,4000,2345,1715,6
2023-08-28,WH_001,Central Warehouse,Midwest,SKU_123,18160,5000,8000,1201,986,18
2023-08-28,WH_002,West Warehouse,California,SKU_456,3849,2000,4000,2219,387,9
2023-08-29,WH_001,Central Warehouse,Midwest,SKU_123,15617,5000,8000,1868,2180,7
2023-08-29,WH_002,West Warehouse,California,SKU_456,5648,2000,4000,1756,2173,2
2023-08-30,WH_001,Central Warehouse,Midwest,SKU_123,18840,5000,8000,1183,1609,11
2023-08-30,WH_002,West Warehouse,California,SKU_456,9030,2000,4000,2448,1342,6
2023-08-31,WH_001,Central Warehouse,Midwest,SKU_123,18484,5000,8000,0,1247,14
2023-08-31,WH_002,West Warehouse,California,SKU_456,9567,2000,4000,2548,2311,4
2023-09-01,WH_001,Central Warehouse,Midwest,SKU_123,18193,5000,8000,1657,2279,7
2023-09-01,WH_002,West Warehouse,California,SKU_456,5500,2000,4000,3117,2586,2
2023-09-02,WH_001,Central Warehouse,Midwest,SKU_123,18252,5000,8000,2126,1300,14
2023-09-02,WH_002,West Warehouse,California,SKU_456,2649,2000,4000,2372,830,3
2023-09-03,WH_001,Central Warehouse,Midwest,SKU_123,11224,5000,8000,571,1223,9
2023-09-03,WH_002,West Warehouse,California,SKU_456,7902,2000,4000,2328,1139,6
2023-09-04,WH_001,Central Warehouse,Midwest,SKU_123,17742,5000,8000,1750,1027,17
2023-09-04,WH_002,West Warehouse,California,SKU_456,8792,2000,4000,4356,1701,5
2023-09-05,WH_001,Central Warehouse,Midwest,SKU_123,12730,5000,8000,167,1368,9
2023-09-05,WH_002,West Warehouse,California,SKU_456,8822,2000,4000,1534,500,17
2023-09-06,WH_001,Central Warehouse,Midwest,SKU_123,11023,5000,8000,3745,2360,4
2023-09-06,WH_002,West Warehouse,California,SKU_456,4896,2000,4000,2807,792,6
2023-09-07,WH_001,Central Warehouse,Midwest,SKU_123,18915,5000,8000,2294,2069,9
2023-09-07,WH_002,West Warehouse,California,SKU_456,1997,2000,4000,2813,1495,1
2023-09-08,WH_001,Central Warehouse,Midwest,SKU_123,16981,5000,8000,3097,1539,11
2023-09-08,WH_002,West Warehouse,California,SKU_456,5897,2000,4000,2935,1463,4
2023-09-09,WH_001,Central Warehouse,Midwest,SKU_123,10945,5000,8000,895,613,17
2023-09-09,WH_002,West Warehouse,California,SKU_456,6213,2000,4000,3323,1606,3
2023-09-10,WH_001,Central Warehouse,Midwest,SKU_123,12145,5000,8000,2965,1000,12
2023-09-10,WH_002,West Warehouse,California,SKU_456,8333,2000,4000,1784,1967,4
2023-09-11,WH_001,Central Warehouse,Midwest,SKU_123,8479,5000,8000,979,517,16
2023-09-11,WH_002,West Warehouse,California,SKU_456,7091,2000,4000,3453,1196,5
2023-09-12,WH_001,Central Warehouse,Midwest,SKU_123,12212,5000,8000,3046,2141,5
2023-09-12,WH_002,West Warehouse,California,SKU_456,7690,2000,4000,2821,853,9
2023-09-13,WH_001,Central Warehouse,Midwest,SKU_123,18822,5000,8000,4578,1812,10
2023-09-13,WH_002,West Warehouse,California,SKU_456,704,2000,4000,1330,1867,1
2023-09-14,WH_001,Central Warehouse,Midwest,SKU_123,12524,5000,8000,3526,1852,6
2023-09-14,WH_002,West Warehouse,California,SKU_456,5527,2000,4000,2038,963,5
2023-09-15,WH_001,Central Warehouse,Midwest,SKU_123,13360,5000,8000,1334,2204,6
2023-09-15,WH_002,West Warehouse,California,SKU_456,15406,2000,4000,282,346,44
2023-09-16,WH_001,Central Warehouse,Midwest,SKU_123,13141,5000,8000,177,1527,8
2023-09-16,WH_002,West Warehouse,California,SKU_456,10621,2000,4000,3792,1620,6
2023-09-17,WH_001,Central Warehouse,Midwest,SKU_123,13323,5000,8000,0,1515,8
2023-09-17,WH_002,West Warehouse,California,SKU_456,8249,2000,4000,2766,1074,7
2023-09-18,WH_001,Central Warehouse,Midwest,SKU_123,12477,5000,8000,226,125,99
2023-09-18,WH_002,West Warehouse,California,SKU_456,4120,2000,4000,115,1702,2
2023-09-19,WH_001,Central Warehouse,Midwest,SKU_123,12186,5000,8000,1354,909,13
2023-09-19,WH_002,West Warehouse,California,SKU_456,1,2000,4000,3809,899,1
2023-09-20,WH_001,Central Warehouse,Midwest,SKU_123,12556,5000,8000,254,2083,6
2023-09-20,WH_002,West Warehouse,California,SKU_456,8502,2000,4000,1008,1264,6
2023-09-21,WH_001,Central Warehouse,Midwest,SKU_123,19873,5000,8000,1912,1390,14
2023-09-21,WH_002,West Warehouse,California,SKU_456,4705,2000,4000,0,1403,3
2023-09-22,WH_001,Central Warehouse,Midwest,SKU_123,15139,5000,8000,3319,150,100
2023-09-22,WH_002,West Warehouse,California,SKU_456,4062,2000,4000,1303,1497,2
2023-09-23,WH_001,Central Warehouse,Midwest,SKU_123,13492,5000,8000,1853,1744,7
2023-09-23,WH_002,West Warehouse,California,SKU_456,4838,2000,4000,3120,1760,2
2023-09-24,WH_001,Central Warehouse,Midwest,SKU_123,12880,5000,8000,3921,2433,5
2023-09-24,WH_002,West Warehouse,California,SKU_456,11265,2000,4000,0,2447,4
2023-09-25,WH_001,Central Warehouse,Midwest,SKU_123,16781,5000,8000,4407,2242,7
2023-09-25,WH_002,West Warehouse,California,SKU_456,13524,2000,4000,3054,2309,5
2023-09-26,WH_001,Central Warehouse,Midwest,SKU_123,20979,5000,8000,2259,556,37
2023-09-26,WH_002,West Warehouse,California,SKU_456,6923,2000,4000,2467,1544,4
2023-09-27,WH_001,Central Warehouse,Midwest,SKU_123,9637,5000,8000,42,1055,9
2023-09-27,WH_002,West Warehouse,California,SKU_456,10827,2000,4000,3896,2049,5
2023-09-28,WH_001,Central Warehouse,Midwest,SKU_123,17700,5000,8000,1903,454,38
2023-09-28,WH_002,West Warehouse,California,SKU_456,6406,2000,4000,1689,1201,5
2023-09-29,WH_001,Central Warehouse,Midwest,SKU_123,14191,5000,8000,2529,2011,7
2023-09-29,WH_002,West Warehouse,California,SKU_456,7026,2000,4000,0,1210,5
2023-09-30,WH_001,Central Warehouse,Midwest,SKU_123,14152,5000,8000,3467,1159,12
2023-09-30,WH_002,West Warehouse,California,SKU_456,9793,2000,4000,2348,1526,6
2023-10-01,WH_001,Central Warehouse,Midwest,SKU_123,17256,5000,8000,1206,1154,14
2023-10-01,WH_002,West Warehouse,California,SKU_456,7958,2000,4000,1231,1804,4
2023-10-02,WH_001,Central Warehouse,Midwest,SKU_123,11503,5000,8000,2271,1439,7
2023-10-02,WH_002,West Warehouse,California,SKU_456,8752,2000,4000,1448,1296,6
2023-10-03,WH_001,Central Warehouse,Midwest,SKU_123,14336,5000,8000,2242,1497,9
2023-10-03,WH_002,West Warehouse,California,SKU_456,13968,2000,4000,811,1461,9
2023-10-04,WH_001,Central Warehouse,Midwest,SKU_123,8492,5000,8000,2446,830,10
2023-10-04,WH_002,West Warehouse,California,SKU_456,7025,2000,4000,1553,1668,4
2023-10-05,WH_001,Central Warehouse,Midwest,SKU_123,12065,5000,8000,1285,2361,5
2023-10-05,WH_002,West Warehouse,California,SKU_456,8995,2000,4000,1326,1349,6
2023-10-06,WH_001,Central Warehouse,Midwest,SKU_123,19758,5000,8000,1717,1086,18
2023-10-06,WH_002,West Warehouse,California,SKU_456,5602,2000,4000,1341,1143,4
2023-10-07,WH_001,Central Warehouse,Midwest,SKU_123,9521,5000,8000,650,1002,9
2023-10-07,WH_002,West Warehouse,California,SKU_456,10070,2000,4000,1542,1375,7
2023-10-08,WH_001,Central Warehouse,Midwest,SKU_123,18445,5000,8000,3554,1330,13
2023-10-08,WH_002,West Warehouse,California,SKU_456,5791,2000,4000,962,1915,3
2023-10-09,WH_001,Central Warehouse,Midwest,SKU_123,13283,5000,8000,1536,1011,13
2023-10-09,WH_002,West Warehouse,California,SKU_456,5306,2000,4000,2384,710,7
2023-10-10,WH_001,Central Warehouse,Midwest,SKU_123,17482,5000,8000,1359,1410,12
2023-10-10,WH_002,West Warehouse,California,SKU_456,3320,2000,4000,1985,1303,2
2023-10-11,WH_001,Central Warehouse,Midwest,SKU_123,13824,5000,8000,3766,1606,8
2023-10-11,WH_002,West Warehouse,California,SKU_456,5218,2000,4000,1146,1857,2
2023-10-12,WH_001,Central Warehouse,Midwest,SKU_123,18545,5000,8000,2338,1913,9
2023-10-12,WH_002,West Warehouse,California,SKU_456,10134,2000,4000,3702,330,30
2023-10-13,WH_001,Central Warehouse,Midwest,SKU_123,16335,5000,8000,3180,696,23
2023-10-13,WH_002,West Warehouse,California,SKU_456,4900,2000,4000,979,1062,4
2023-10-14,WH_001,Central Warehouse,Midwest,SKU_123,12313,5000,8000,2291,2019,6
2023-10-14,WH_002,West Warehouse,California,SKU_456,11784,2000,4000,994,993,11
2023-10-15,WH_001,Central Warehouse,Midwest,SKU_123,18605,5000,8000,2776,1549,12
2023-10-15,WH_002,West Warehouse,California,SKU_456,9656,2000,4000,1964,1814,5
2023-10-16,WH_001,Central Warehouse,Midwest,SKU_123,12823,5000,8000,2322,593,21
2023-10-16,WH_002,West Warehouse,California,SKU_456,5592,2000,4000,1187,1275,4
2023-10-17,WH_001,Central Warehouse,Midwest,SKU_123,10757,5000,8000,1359,591,18
2023-10-17,WH_002,West Warehouse,California,SKU_456,9920,2000,4000,1900,476,20
2023-10-18,WH_001,Central Warehouse,Midwest,SKU_123,11078,5000,8000,2403,1174,9
2023-10-18,WH_002,West Warehouse,California,SKU_456,5560,2000,4000,1910,1706,3
2023-10-19,WH_001,Central Warehouse,Midwest,SKU_123,8972,5000,8000,2660,1019,8
2023-10-19,WH_002,West Warehouse,California,SKU_456,7937,2000,4000,1957,1183,6
2023-10-20,WH_001,Central Warehouse,Midwest,SKU_123,10417,5000,8000,1657,2475,4
2023-10-20,WH_002,West Warehouse,California,SKU_456,3234,2000,4000,4030,1344,2
2023-10-21,WH_001,Central Warehouse,Midwest,SKU_123,14123,5000,8000,695,1037,13
2023-10-21,WH_002,West Warehouse,California,SKU_456,6239,2000,4000,745,1374,4
2023-10-22,WH_001,Central Warehouse,Midwest,SKU_123,12575,5000,8000,4220,800,15
2023-10-22,WH_002,West Warehouse,California,SKU_456,8359,2000,4000,2297,857,9
2023-10-23,WH_001,Central Warehouse,Midwest,SKU_123,16403,5000,8000,1522,4,4100
2023-10-23,WH_002,West Warehouse,California,SKU_456,10309,2000,4000,659,871,11
2023-10-24,WH_001,Central Warehouse,Midwest,SKU_123,16407,5000,8000,1583,2050,8
2023-10-24,WH_002,West Warehouse,California,SKU_456,12235,2000,4000,1226,1975,6
2023-10-25,WH_001,Central Warehouse,Midwest,SKU_123,11355,5000,8000,4679,1084,10
2023-10-25,WH_002,West Warehouse,California,SKU_456,11591,2000,4000,3012,1689,6
2023-10-26,WH_001,Central Warehouse,Midwest,SKU_123,11653,5000,8000,1818,207,56
2023-10-26,WH_002,West Warehouse,California,SKU_456,8785,2000,4000,2419,1580,5
2023-10-27,WH_001,Central Warehouse,Midwest,SKU_123,3593,5000,8000,481,1051,3
2023-10-27,WH_002,West Warehouse,California,SKU_456,9020,2000,4000,2347,1397,6
2023-10-28,WH_001,Central Warehouse,Midwest,SKU_123,16223,5000,8000,768,1866,8
2023-10-28,WH_002,West Warehouse,California,SKU_456,9661,2000,4000,2453,1390,6
2023-10-29,WH_001,Central Warehouse,Midwest,SKU_123,20407,5000,8000,2591,918,22
2023-10-29,WH_002,West Warehouse,California,SKU_456,8869,2000,4000,2902,1147,7
2023-10-30,WH_001,Central Warehouse,Midwest,SKU_123,17812,5000,8000,2458,94,189
2023-10-30,WH_002,West Warehouse,California,SKU_456,9048,2000,4000,1512,1822,4
2023-10-31,WH_001,Central Warehouse,Midwest,SKU_123,17304,5000,8000,2234,2499,6
2023-10-31,WH_002,West Warehouse,California,SKU_456,7374,2000,4000,2749,1982,3
2023-11-01,WH_001,Central Warehouse,Midwest,SKU_123,13659,5000,8000,2934,1143,11
