date,plant_id,plant_name,plant_region,sku,units_produced,production_capacity,capacity_utilization,downtime_hours,cycle_time_hours,defect_rate
2023-05-17,PLANT_B,South Plant,Mexico,SKU_456,1845,1500,1.23,0.29,3.45,0.04
2023-05-18,PLANT_A,North Plant,USA,SKU_123,1140,1000,1.14,4.43,3.24,0.04
2023-05-18,PLANT_B,South Plant,Mexico,SKU_456,1672,1500,1.11,4.01,3.1,0.06
2023-05-19,PLANT_A,North Plant,USA,SKU_123,1154,1000,1.15,0.72,2.54,0.01
2023-05-19,PLANT_B,South Plant,Mexico,SKU_456,1468,1500,0.98,2.2,2.23,0.06
2023-05-20,PLANT_A,North Plant,USA,SKU_123,813,1000,0.81,2.24,1.88,0.02
2023-05-20,PLANT_B,South Plant,Mexico,SKU_456,1463,1500,0.98,4.01,2.7,0.04
2023-05-21,PLANT_A,North Plant,USA,SKU_123,1007,1000,1.01,2.88,1.45,0.03
2023-05-21,PLANT_B,South Plant,Mexico,SKU_456,1635,1500,1.09,2.39,2.62,0.05
2023-05-22,PLANT_A,North Plant,USA,SKU_123,1081,1000,1.08,4.31,3.41,0.01
2023-05-22,PLANT_B,South Plant,Mexico,SKU_456,1344,1500,0.9,0.05,2.76,0.07
2023-05-23,PLANT_A,North Plant,USA,SKU_123,827,1000,0.83,0.61,2.42,0.03
2023-05-23,PLANT_B,South Plant,Mexico,SKU_456,1341,1500,0.89,1.84,3.09,0.05
2023-05-24,PLANT_A,North Plant,USA,SKU_123,1181,1000,1.18,1.64,2.27,0.02
2023-05-24,PLANT_B,South Plant,Mexico,SKU_456,1367,1500,0.91,4.09,1.78,0.05
2023-05-25,PLANT_A,North Plant,USA,SKU_123,1019,1000,1.02,1.54,3.42,0.04
2023-05-25,PLANT_B,South Plant,Mexico,SKU_456,1537,1500,1.02,3.3,1.49,0.05
2023-05-26,PLANT_A,North Plant,USA,SKU_123,1244,1000,1.24,5.31,1.88,0.02
2023-05-26,PLANT_B,South Plant,Mexico,SKU_456,1546,1500,1.03,2.47,3.16,0.07
2023-05-27,PLANT_A,North Plant,USA,SKU_123,1089,1000,1.09,1.65,3.13,0.04
2023-05-27,PLANT_B,South Plant,Mexico,SKU_456,1415,1500,0.94,0.57,2.71,0.04
2023-05-28,PLANT_A,North Plant,USA,SKU_123,1062,1000,1.06,5.18,1.86,0.02
2023-05-28,PLANT_B,South Plant,Mexico,SKU_456,961,1500,0.64,3.85,2.67,0.05
2023-05-29,PLANT_A,North Plant,USA,SKU_123,1025,1000,1.02,2.98,3.47,0.02
2023-05-29,PLANT_B,South Plant,Mexico,SKU_456,1297,1500,0.86,2.43,2.3,0.06
2023-05-30,PLANT_A,North Plant,USA,SKU_123,1036,1000,1.04,3.47,1.98,0.02
2023-05-30,PLANT_B,South Plant,Mexico,SKU_456,985,1500,0.66,5.37,1.8,0.03
2023-05-31,PLANT_A,North Plant,USA,SKU_123,779,1000,0.78,3.11,1.54,0.07
2023-05-31,PLANT_B,South Plant,Mexico,SKU_456,1251,1500,0.83,3.24,3.25,0.06
2023-06-01,PLANT_A,North Plant,USA,SKU_123,859,1000,0.86,4.02,3.49,0.06
2023-06-01,PLANT_B,South Plant,Mexico,SKU_456,1351,1500,0.9,4.38,2.38,0.01
2023-06-02,PLANT_A,North Plant,USA,SKU_123,881,1000,0.88,3.21,1.6,0.04
2023-06-02,PLANT_B,South Plant,Mexico,SKU_456,1575,1500,1.05,2.09,2.8,0.07
2023-06-03,PLANT_A,North Plant,USA,SKU_123,1035,1000,1.03,0.91,3.48,0.07
2023-06-03,PLANT_B,South Plant,Mexico,SKU_456,1331,1500,0.89,5.05,2.49,0.05
2023-06-04,PLANT_A,North Plant,USA,SKU_123,636,1000,0.64,4.96,3.04,0.06
2023-06-04,PLANT_B,South Plant,Mexico,SKU_456,1093,1500,0.73,1.82,1.95,0.04
2023-06-05,PLANT_A,North Plant,USA,SKU_123,710,1000,0.71,1.83,2.23,0.04
2023-06-05,PLANT_B,South Plant,Mexico,SKU_456,1584,1500,1.06,3.09,3.33,0.04
2023-06-06,PLANT_A,North Plant,USA,SKU_123,1053,1000,1.05,5.58,1.64,0.07
2023-06-06,PLANT_B,South Plant,Mexico,SKU_456,1555,1500,1.04,5.27,3.22,0.07
2023-06-07,PLANT_A,North Plant,USA,SKU_123,939,1000,0.94,2.42,1.76,0.06
2023-06-07,PLANT_B,South Plant,Mexico,SKU_456,1471,1500,0.98,5.85,2.75,0.07
2023-06-08,PLANT_A,North Plant,USA,SKU_123,1145,1000,1.15,4.59,1.77,0.05
2023-06-08,PLANT_B,South Plant,Mexico,SKU_456,1463,1500,0.98,0.88,2.17,0.01
2023-06-09,PLANT_A,North Plant,USA,SKU_123,760,1000,0.76,2.59,2.05,0.05
2023-06-09,PLANT_B,South Plant,Mexico,SKU_456,1506,1500,1.0,0.63,2.75,0.03
2023-06-10,PLANT_A,North Plant,USA,SKU_123,884,1000,0.88,0.37,3.04,0.04
2023-06-10,PLANT_B,South Plant,Mexico,SKU_456,1100,1500,0.73,5.97,1.52,0.06
2023-06-11,PLANT_A,North Plant,USA,SKU_123,1032,1000,1.03,0.73,2.04,0.02
2023-06-11,PLANT_B,South Plant,Mexico,SKU_456,1450,1500,0.97,0.37,2.47,0.08
2023-06-12,PLANT_A,North Plant,USA,SKU_123,915,1000,0.92,3.74,2.51,0.04
2023-06-12,PLANT_B,South Plant,Mexico,SKU_456,1384,1500,0.92,5.32,2.34,0.02
2023-06-13,PLANT_A,North Plant,USA,SKU_123,1144,1000,1.14,4.4,3.02,0.01
2023-06-13,PLANT_B,South Plant,Mexico,SKU_456,1462,1500,0.97,2.89,1.44,0.03
2023-06-14,PLANT_A,North Plant,USA,SKU_123,1013,1000,1.01,1.29,1.43,0.03
2023-06-14,PLANT_B,South Plant,Mexico,SKU_456,1515,1500,1.01,4.81,3.42,0.04
2023-06-15,PLANT_A,North Plant,USA,SKU_123,614,1000,0.61,5.07,1.61,0.04
2023-06-15,PLANT_B,South Plant,Mexico,SKU_456,1522,1500,1.01,1.95,2.95,0.04
2023-06-16,PLANT_A,North Plant,USA,SKU_123,895,1000,0.9,4.71,3.27,0.08
2023-06-16,PLANT_B,South Plant,Mexico,SKU_456,1226,1500,0.82,1.89,2.85,0.04
2023-06-17,PLANT_A,North Plant,USA,SKU_123,839,1000,0.84,3.82,2.78,0.07
2023-06-17,PLANT_B,South Plant,Mexico,SKU_456,1610,1500,1.07,3.68,1.54,0.05
2023-06-18,PLANT_A,North Plant,USA,SKU_123,860,1000,0.86,4.08,1.49,0.02
2023-06-18,PLANT_B,South Plant,Mexico,SKU_456,1706,1500,1.14,0.43,1.55,0.01
2023-06-19,PLANT_A,North Plant,USA,SKU_123,1003,1000,1.0,1.78,2.13,0.06
2023-06-19,PLANT_B,South Plant,Mexico,SKU_456,1655,1500,1.1,1.11,1.77,0.02
2023-06-20,PLANT_A,North Plant,USA,SKU_123,906,1000,0.91,0.13,1.57,0.08
2023-06-20,PLANT_B,South Plant,Mexico,SKU_456,1380,1500,0.92,4.62,2.71,0.04
2023-06-21,PLANT_A,North Plant,USA,SKU_123,883,1000,0.88,4.65,2.75,0.05
2023-06-21,PLANT_B,South Plant,Mexico,SKU_456,938,1500,0.63,5.81,3.08,0.03
2023-06-22,PLANT_A,North Plant,USA,SKU_123,1274,1000,1.27,4.49,3.1,0.06
2023-06-22,PLANT_B,South Plant,Mexico,SKU_456,1490,1500,0.99,2.03,3.35,0.03
2023-06-23,PLANT_A,North Plant,USA,SKU_123,791,1000,0.79,3.68,3.38,0.03
2023-06-23,PLANT_B,South Plant,Mexico,SKU_456,1041,1500,0.69,1.18,3.26,0.06
2023-06-24,PLANT_A,North Plant,USA,SKU_123,886,1000,0.89,5.08,3.33,0.03
2023-06-24,PLANT_B,South Plant,Mexico,SKU_456,1531,1500,1.02,2.76,3.17,0.06
2023-06-25,PLANT_A,North Plant,USA,SKU_123,875,1000,0.88,3.27,3.47,0.08
2023-06-25,PLANT_B,South Plant,Mexico,SKU_456,1110,1500,0.74,0.99,1.68,0.06
2023-06-26,PLANT_A,North Plant,USA,SKU_123,1103,1000,1.1,5.04,2.94,0.05
2023-06-26,PLANT_B,South Plant,Mexico,SKU_456,1320,1500,0.88,3.05,2.02,0.05
2023-06-27,PLANT_A,North Plant,USA,SKU_123,1039,1000,1.04,4.57,1.74,0.04
2023-06-27,PLANT_B,South Plant,Mexico,SKU_456,1158,1500,0.77,1.48,2.93,0.08
2023-06-28,PLANT_A,North Plant,USA,SKU_123,854,1000,0.85,1.22,2.57,0.06
2023-06-28,PLANT_B,South Plant,Mexico,SKU_456,1449,1500,0.97,1.13,2.15,0.06
2023-06-29,PLANT_A,North Plant,USA,SKU_123,826,1000,0.83,0.89,2.04,0.07
2023-06-29,PLANT_B,South Plant,Mexico,SKU_456,1517,1500,1.01,2.21,2.34,0.06
2023-06-30,PLANT_A,North Plant,USA,SKU_123,896,1000,0.9,2.48,2.86,0.01
2023-06-30,PLANT_B,South Plant,Mexico,SKU_456,1674,1500,1.12,2.13,3.07,0.02
2023-07-01,PLANT_A,North Plant,USA,SKU_123,1265,1000,1.26,0.39,2.62,0.05
2023-07-01,PLANT_B,South Plant,Mexico,SKU_456,1464,1500,0.98,3.62,2.82,0.07
2023-07-02,PLANT_A,North Plant,USA,SKU_123,849,1000,0.85,0.46,1.52,0.03
2023-07-02,PLANT_B,South Plant,Mexico,SKU_456,1657,1500,1.1,4.25,3.06,0.05
2023-07-03,PLANT_A,North Plant,USA,SKU_123,948,1000,0.95,2.6,1.59,0.03
2023-07-03,PLANT_B,South Plant,Mexico,SKU_456,1393,1500,0.93,4.41,3.5,0.08
2023-07-04,PLANT_A,North Plant,USA,SKU_123,1223,1000,1.22,4.71,1.65,0.04
2023-07-04,PLANT_B,South Plant,Mexico,SKU_456,1520,1500,1.01,2.3,2.6,0.05
2023-07-05,PLANT_A,North Plant,USA,SKU_123,680,1000,0.68,0.16,1.45,0.07
2023-07-05,PLANT_B,South Plant,Mexico,SKU_456,1134,1500,0.76,3.11,2.03,0.08
2023-07-06,PLANT_A,North Plant,USA,SKU_123,973,1000,0.97,5.05,1.79,0.07
2023-07-06,PLANT_B,South Plant,Mexico,SKU_456,1476,1500,0.98,2.9,1.68,0.02
2023-07-07,PLANT_A,North Plant,USA,SKU_123,655,1000,0.66,4.38,3.01,0.02
2023-07-07,PLANT_B,South Plant,Mexico,SKU_456,1480,1500,0.99,0.81,2.98,0.06
2023-07-08,PLANT_A,North Plant,USA,SKU_123,982,1000,0.98,1.48,3.3,0.03
2023-07-08,PLANT_B,South Plant,Mexico,SKU_456,1167,1500,0.78,4.56,2.34,0.06
2023-07-09,PLANT_A,North Plant,USA,SKU_123,636,1000,0.64,0.38,3.3,0.02
2023-07-09,PLANT_B,South Plant,Mexico,SKU_456,1498,1500,1.0,2.47,2.13,0.07
2023-07-10,PLANT_A,North Plant,USA,SKU_123,729,1000,0.73,3.36,3.37,0.01
2023-07-10,PLANT_B,South Plant,Mexico,SKU_456,1510,1500,1.01,1.56,2.93,0.08
2023-07-11,PLANT_A,North Plant,USA,SKU_123,716,1000,0.72,3.39,2.37,0.08
2023-07-11,PLANT_B,South Plant,Mexico,SKU_456,1568,1500,1.05,2.1,1.64,0.02
2023-07-12,PLANT_A,North Plant,USA,SKU_123,925,1000,0.93,3.37,2.5,0.02
2023-07-12,PLANT_B,South Plant,Mexico,SKU_456,1596,1500,1.06,4.34,1.54,0.06
2023-07-13,PLANT_A,North Plant,USA,SKU_123,990,1000,0.99,2.91,1.75,0.08
2023-07-13,PLANT_B,South Plant,Mexico,SKU_456,1550,1500,1.03,4.01,2.37,0.04
2023-07-14,PLANT_A,North Plant,USA,SKU_123,914,1000,0.91,3.08,3.09,0.04
2023-07-14,PLANT_B,South Plant,Mexico,SKU_456,1058,1500,0.71,4.72,1.82,0.03
2023-07-15,PLANT_A,North Plant,USA,SKU_123,989,1000,0.99,3.12,1.83,0.07
2023-07-15,PLANT_B,South Plant,Mexico,SKU_456,1557,1500,1.04,5.22,1.9,0.04
2023-07-16,PLANT_A,North Plant,USA,SKU_123,1092,1000,1.09,5.46,2.53,0.04
2023-07-16,PLANT_B,South Plant,Mexico,SKU_456,1186,1500,0.79,3.94,3.13,0.04
2023-07-17,PLANT_A,North Plant,USA,SKU_123,780,1000,0.78,4.76,2.61,0.05
2023-07-17,PLANT_B,South Plant,Mexico,SKU_456,1524,1500,1.02,2.38,3.32,0.05
2023-07-18,PLANT_A,North Plant,USA,SKU_123,967,1000,0.97,1.9,3.2,0.07
2023-07-18,PLANT_B,South Plant,Mexico,SKU_456,1353,1500,0.9,5.9,1.7,0.02
2023-07-19,PLANT_A,North Plant,USA,SKU_123,885,1000,0.89,0.91,2.32,0.05
2023-07-19,PLANT_B,South Plant,Mexico,SKU_456,1141,1500,0.76,5.29,3.09,0.05
2023-07-20,PLANT_A,North Plant,USA,SKU_123,1131,1000,1.13,4.01,2.73,0.02
2023-07-20,PLANT_B,South Plant,Mexico,SKU_456,1644,1500,1.1,2.56,1.74,0.01
2023-07-21,PLANT_A,North Plant,USA,SKU_123,1215,1000,1.22,5.34,1.57,0.06
2023-07-21,PLANT_B,South Plant,Mexico,SKU_456,1301,1500,0.87,5.15,3.12,0.05
2023-07-22,PLANT_A,North Plant,USA,SKU_123,963,1000,0.96,4.93,2.36,0.04
2023-07-22,PLANT_B,South Plant,Mexico,SKU_456,1265,1500,0.84,4.97,2.1,0.02
2023-07-23,PLANT_A,North Plant,USA,SKU_123,932,1000,0.93,2.09,2.35,0.06
2023-07-23,PLANT_B,South Plant,Mexico,SKU_456,1450,1500,0.97,3.73,2.14,0.07
2023-07-24,PLANT_A,North Plant,USA,SKU_123,1004,1000,1.0,0.76,2.82,0.03
2023-07-24,PLANT_B,South Plant,Mexico,SKU_456,1516,1500,1.01,0.42,1.77,0.07
2023-07-25,PLANT_A,North Plant,USA,SKU_123,788,1000,0.79,3.86,2.86,0.05
2023-07-25,PLANT_B,South Plant,Mexico,SKU_456,1593,1500,1.06,1.28,1.47,0.03
2023-07-26,PLANT_A,North Plant,USA,SKU_123,1086,1000,1.09,3.99,1.95,0.07
2023-07-26,PLANT_B,South Plant,Mexico,SKU_456,1580,1500,1.05,3.36,1.63,0.04
2023-07-27,PLANT_A,North Plant,USA,SKU_123,1016,1000,1.02,2.28,3.45,0.02
2023-07-27,PLANT_B,South Plant,Mexico,SKU_456,1632,1500,1.09,0.25,2.95,0.07
2023-07-28,PLANT_A,North Plant,USA,SKU_123,797,1000,0.8,5.46,2.98,0.07
2023-07-28,PLANT_B,South Plant,Mexico,SKU_456,1140,1500,0.76,5.78,2.93,0.03
2023-07-29,PLANT_A,North Plant,USA,SKU_123,1179,1000,1.18,0.68,2.88,0.05
2023-07-29,PLANT_B,South Plant,Mexico,SKU_456,1003,1500,0.67,1.45,1.43,0.04
2023-07-30,PLANT_A,North Plant,USA,SKU_123,807,1000,0.81,1.8,2.96,0.01
2023-07-30,PLANT_B,South Plant,Mexico,SKU_456,1743,1500,1.16,5.11,2.8,0.05
2023-07-31,PLANT_A,North Plant,USA,SKU_123,1188,1000,1.19,0.21,2.62,0.08
2023-07-31,PLANT_B,South Plant,Mexico,SKU_456,1572,1500,1.05,3.13,1.53,0.07
2023-08-01,PLANT_A,North Plant,USA,SKU_123,1031,1000,1.03,4.98,3.25,0.05
2023-08-01,PLANT_B,South Plant,Mexico,SKU_456,1577,1500,1.05,2.58,2.07,0.04
2023-08-02,PLANT_A,North Plant,USA,SKU_123,1106,1000,1.11,2.66,2.67,0.05
2023-08-02,PLANT_B,South Plant,Mexico,SKU_456,1527,1500,1.02,4.22,1.9,0.05
2023-08-03,PLANT_A,North Plant,USA,SKU_123,819,1000,0.82,3.91,3.4,0.05
2023-08-03,PLANT_B,South Plant,Mexico,SKU_456,1211,1500,0.81,3.04,2.73,0.01
2023-08-04,PLANT_A,North Plant,USA,SKU_123,797,1000,0.8,0.27,1.69,0.03
2023-08-04,PLANT_B,South Plant,Mexico,SKU_456,1385,1500,0.92,1.99,2.41,0.02
2023-08-05,PLANT_A,North Plant,USA,SKU_123,892,1000,0.89,3.1,1.41,0.01
2023-08-05,PLANT_B,South Plant,Mexico,SKU_456,1194,1500,0.8,0.22,1.63,0.03
2023-08-06,PLANT_A,North Plant,USA,SKU_123,1157,1000,1.16,1.76,3.36,0.04
2023-08-06,PLANT_B,South Plant,Mexico,SKU_456,1377,1500,0.92,3.7,1.64,0.03
2023-08-07,PLANT_A,North Plant,USA,SKU_123,997,1000,1.0,4.21,3.48,0.02
2023-08-07,PLANT_B,South Plant,Mexico,SKU_456,1404,1500,0.94,2.37,2.29,0.04
2023-08-08,PLANT_A,North Plant,USA,SKU_123,1192,1000,1.19,1.86,3.13,0.08
2023-08-08,PLANT_B,South Plant,Mexico,SKU_456,1833,1500,1.22,0.01,2.74,0.01
2023-08-09,PLANT_A,North Plant,USA,SKU_123,867,1000,0.87,4.12,1.64,0.04
2023-08-09,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,2.21,1.65,0.04
2023-08-10,PLANT_A,North Plant,USA,SKU_123,1061,1000,1.06,4.01,2.83,0.04
2023-08-10,PLANT_B,South Plant,Mexico,SKU_456,1479,1500,0.99,0.06,2.74,0.07
2023-08-11,PLANT_A,North Plant,USA,SKU_123,1045,1000,1.04,0.72,3.3,0.01
2023-08-11,PLANT_B,South Plant,Mexico,SKU_456,1576,1500,1.05,0.85,1.42,0.04
2023-08-12,PLANT_A,North Plant,USA,SKU_123,1171,1000,1.17,0.26,1.66,0.05
2023-08-12,PLANT_B,South Plant,Mexico,SKU_456,1441,1500,0.96,4.38,2.77,0.07
2023-08-13,PLANT_A,North Plant,USA,SKU_123,1220,1000,1.22,1.65,2.04,0.07
2023-08-13,PLANT_B,South Plant,Mexico,SKU_456,1410,1500,0.94,4.79,3.13,0.07
2023-08-14,PLANT_A,North Plant,USA,SKU_123,881,1000,0.88,3.49,2.18,0.05
2023-08-14,PLANT_B,South Plant,Mexico,SKU_456,1416,1500,0.94,4.13,2.19,0.02
2023-08-15,PLANT_A,North Plant,USA,SKU_123,884,1000,0.88,0.15,2.76,0.05
2023-08-15,PLANT_B,South Plant,Mexico,SKU_456,1448,1500,0.97,0.43,2.26,0.03
2023-08-16,PLANT_A,North Plant,USA,SKU_123,804,1000,0.8,1.31,3.47,0.04
2023-08-16,PLANT_B,South Plant,Mexico,SKU_456,1652,1500,1.1,0.84,2.42,0.01
2023-08-17,PLANT_A,North Plant,USA,SKU_123,987,1000,0.99,0.23,1.47,0.04
2023-08-17,PLANT_B,South Plant,Mexico,SKU_456,1324,1500,0.88,0.14,2.99,0.04
2023-08-18,PLANT_A,North Plant,USA,SKU_123,838,1000,0.84,5.33,2.67,0.07
2023-08-18,PLANT_B,South Plant,Mexico,SKU_456,1677,1500,1.12,1.73,3.42,0.04
2023-08-19,PLANT_A,North Plant,USA,SKU_123,1063,1000,1.06,0.92,2.56,0.05
2023-08-19,PLANT_B,South Plant,Mexico,SKU_456,1255,1500,0.84,5.0,2.32,0.03
2023-08-20,PLANT_A,North Plant,USA,SKU_123,698,1000,0.7,5.8,2.57,0.03
2023-08-20,PLANT_B,South Plant,Mexico,SKU_456,1396,1500,0.93,0.84,2.33,0.05
2023-08-21,PLANT_A,North Plant,USA,SKU_123,1035,1000,1.03,3.42,2.7,0.02
2023-08-21,PLANT_B,South Plant,Mexico,SKU_456,1607,1500,1.07,0.24,2.4,0.05
2023-08-22,PLANT_A,North Plant,USA,SKU_123,881,1000,0.88,5.22,1.67,0.07
2023-08-22,PLANT_B,South Plant,Mexico,SKU_456,1487,1500,0.99,4.77,1.98,0.07
2023-08-23,PLANT_A,North Plant,USA,SKU_123,1085,1000,1.08,5.89,2.42,0.07
2023-08-23,PLANT_B,South Plant,Mexico,SKU_456,1359,1500,0.91,2.25,2.0,0.02
2023-08-24,PLANT_A,North Plant,USA,SKU_123,1028,1000,1.03,2.95,2.61,0.07
2023-08-24,PLANT_B,South Plant,Mexico,SKU_456,1359,1500,0.91,2.45,3.14,0.06
2023-08-25,PLANT_A,North Plant,USA,SKU_123,1139,1000,1.14,5.36,1.53,0.07
2023-08-25,PLANT_B,South Plant,Mexico,SKU_456,1475,1500,0.98,3.06,2.72,0.07
2023-08-26,PLANT_A,North Plant,USA,SKU_123,934,1000,0.93,4.34,2.85,0.02
2023-08-26,PLANT_B,South Plant,Mexico,SKU_456,1246,1500,0.83,2.15,3.09,0.03
2023-08-27,PLANT_A,North Plant,USA,SKU_123,785,1000,0.79,0.09,2.95,0.07
2023-08-27,PLANT_B,South Plant,Mexico,SKU_456,1602,1500,1.07,0.86,2.98,0.06
2023-08-28,PLANT_A,North Plant,USA,SKU_123,1070,1000,1.07,3.68,1.59,0.04
2023-08-28,PLANT_B,South Plant,Mexico,SKU_456,1103,1500,0.74,2.45,2.25,0.01
2023-08-29,PLANT_A,North Plant,USA,SKU_123,1012,1000,1.01,5.69,1.55,0.08
2023-08-29,PLANT_B,South Plant,Mexico,SKU_456,1483,1500,0.99,1.8,1.56,0.05
2023-08-30,PLANT_A,North Plant,USA,SKU_123,978,1000,0.98,0.44,2.25,0.03
2023-08-30,PLANT_B,South Plant,Mexico,SKU_456,1284,1500,0.86,1.69,3.09,0.08
2023-08-31,PLANT_A,North Plant,USA,SKU_123,966,1000,0.97,2.86,1.87,0.05
2023-08-31,PLANT_B,South Plant,Mexico,SKU_456,1726,1500,1.15,3.62,2.15,0.06
2023-09-01,PLANT_A,North Plant,USA,SKU_123,850,1000,0.85,2.7,2.63,0.05
2023-09-01,PLANT_B,South Plant,Mexico,SKU_456,1170,1500,0.78,4.1,1.91,0.06
2023-09-02,PLANT_A,North Plant,USA,SKU_123,1128,1000,1.13,3.12,1.7,0.06
2023-09-02,PLANT_B,South Plant,Mexico,SKU_456,1439,1500,0.96,2.98,2.0,0.02
2023-09-03,PLANT_A,North Plant,USA,SKU_123,924,1000,0.92,1.66,2.88,0.01
2023-09-03,PLANT_B,South Plant,Mexico,SKU_456,1651,1500,1.1,0.02,1.92,0.06
2023-09-04,PLANT_A,North Plant,USA,SKU_123,967,1000,0.97,1.62,3.17,0.03
2023-09-04,PLANT_B,South Plant,Mexico,SKU_456,1406,1500,0.94,5.35,2.31,0.07
2023-09-05,PLANT_A,North Plant,USA,SKU_123,992,1000,0.99,2.33,2.73,0.06
2023-09-05,PLANT_B,South Plant,Mexico,SKU_456,1287,1500,0.86,1.0,2.9,0.06
2023-09-06,PLANT_A,North Plant,USA,SKU_123,973,1000,0.97,0.63,3.04,0.06
2023-09-06,PLANT_B,South Plant,Mexico,SKU_456,1177,1500,0.78,2.16,3.41,0.05
2023-09-07,PLANT_A,North Plant,USA,SKU_123,827,1000,0.83,2.21,2.18,0.01
2023-09-07,PLANT_B,South Plant,Mexico,SKU_456,1474,1500,0.98,2.5,3.13,0.07
2023-09-08,PLANT_A,North Plant,USA,SKU_123,805,1000,0.81,5.28,1.85,0.06
2023-09-08,PLANT_B,South Plant,Mexico,SKU_456,1752,1500,1.17,1.77,1.69,0.06
2023-09-09,PLANT_A,North Plant,USA,SKU_123,1129,1000,1.13,2.37,2.9,0.02
2023-09-09,PLANT_B,South Plant,Mexico,SKU_456,1485,1500,0.99,1.72,2.17,0.01
2023-09-10,PLANT_A,North Plant,USA,SKU_123,640,1000,0.64,5.01,1.43,0.04
2023-09-10,PLANT_B,South Plant,Mexico,SKU_456,1514,1500,1.01,0.12,1.66,0.04
2023-09-11,PLANT_A,North Plant,USA,SKU_123,1093,1000,1.09,3.57,1.42,0.04
2023-09-11,PLANT_B,South Plant,Mexico,SKU_456,1360,1500,0.91,3.11,2.82,0.03
2023-09-12,PLANT_A,North Plant,USA,SKU_123,1014,1000,1.01,5.86,1.66,0.01
2023-09-12,PLANT_B,South Plant,Mexico,SKU_456,1685,1500,1.12,4.84,1.65,0.03
2023-09-13,PLANT_A,North Plant,USA,SKU_123,817,1000,0.82,3.11,2.13,0.04
2023-09-13,PLANT_B,South Plant,Mexico,SKU_456,960,1500,0.64,1.8,2.76,0.08
2023-09-14,PLANT_A,North Plant,USA,SKU_123,1180,1000,1.18,2.75,2.24,0.03
2023-09-14,PLANT_B,South Plant,Mexico,SKU_456,1131,1500,0.75,1.37,1.92,0.04
2023-09-15,PLANT_A,North Plant,USA,SKU_123,916,1000,0.92,5.75,3.38,0.06
2023-09-15,PLANT_B,South Plant,Mexico,SKU_456,1645,1500,1.1,3.27,3.42,0.02
2023-09-16,PLANT_A,North Plant,USA,SKU_123,920,1000,0.92,0.84,2.71,0.06
2023-09-16,PLANT_B,South Plant,Mexico,SKU_456,1428,1500,0.95,0.88,3.1,0.05
2023-09-17,PLANT_A,North Plant,USA,SKU_123,859,1000,0.86,2.07,3.33,0.03
2023-09-17,PLANT_B,South Plant,Mexico,SKU_456,1601,1500,1.07,5.34,2.89,0.01
2023-09-18,PLANT_A,North Plant,USA,SKU_123,719,1000,0.72,5.75,2.51,0.03
2023-09-18,PLANT_B,South Plant,Mexico,SKU_456,1481,1500,0.99,4.08,1.56,0.03
2023-09-19,PLANT_A,North Plant,USA,SKU_123,1362,1000,1.36,2.6,1.49,0.02
2023-09-19,PLANT_B,South Plant,Mexico,SKU_456,1272,1500,0.85,1.26,1.5,0.07
2023-09-20,PLANT_A,North Plant,USA,SKU_123,1153,1000,1.15,1.45,3.42,0.02
2023-09-20,PLANT_B,South Plant,Mexico,SKU_456,1694,1500,1.13,5.97,2.89,0.08
2023-09-21,PLANT_A,North Plant,USA,SKU_123,949,1000,0.95,3.56,1.55,0.05
2023-09-21,PLANT_B,South Plant,Mexico,SKU_456,1455,1500,0.97,1.14,3.06,0.07
2023-09-22,PLANT_A,North Plant,USA,SKU_123,1103,1000,1.1,5.86,2.99,0.02
2023-09-22,PLANT_B,South Plant,Mexico,SKU_456,1568,1500,1.05,4.31,1.92,0.05
2023-09-23,PLANT_A,North Plant,USA,SKU_123,1027,1000,1.03,4.63,2.45,0.01
2023-09-23,PLANT_B,South Plant,Mexico,SKU_456,905,1500,0.6,2.14,3.35,0.03
2023-09-24,PLANT_A,North Plant,USA,SKU_123,916,1000,0.92,5.09,2.93,0.02
2023-09-24,PLANT_B,South Plant,Mexico,SKU_456,1369,1500,0.91,0.18,2.41,0.06
2023-09-25,PLANT_A,North Plant,USA,SKU_123,759,1000,0.76,5.52,3.49,0.01
2023-09-25,PLANT_B,South Plant,Mexico,SKU_456,1312,1500,0.87,2.23,2.22,0.06
2023-09-26,PLANT_A,North Plant,USA,SKU_123,1112,1000,1.11,2.14,3.05,0.03
2023-09-26,PLANT_B,South Plant,Mexico,SKU_456,1570,1500,1.05,2.15,2.78,0.03
2023-09-27,PLANT_A,North Plant,USA,SKU_123,666,1000,0.67,0.23,1.48,0.02
2023-09-27,PLANT_B,South Plant,Mexico,SKU_456,1653,1500,1.1,1.69,3.4,0.05
2023-09-28,PLANT_A,North Plant,USA,SKU_123,1065,1000,1.06,4.55,1.99,0.03
2023-09-28,PLANT_B,South Plant,Mexico,SKU_456,1966,1500,1.31,5.68,3.27,0.04
2023-09-29,PLANT_A,North Plant,USA,SKU_123,956,1000,0.96,1.23,2.64,0.02
2023-09-29,PLANT_B,South Plant,Mexico,SKU_456,1083,1500,0.72,5.13,1.83,0.01
2023-09-30,PLANT_A,North Plant,USA,SKU_123,701,1000,0.7,2.46,3.1,0.07
2023-09-30,PLANT_B,South Plant,Mexico,SKU_456,1585,1500,1.06,4.16,3.02,0.06
2023-10-01,PLANT_A,North Plant,USA,SKU_123,863,1000,0.86,1.69,2.29,0.01
