date,region,customer_segment,sku,order_quantity,revenue,is_promotional,season
2023-07-28,West,Wholesale,SKU_456,2613,130650,1,Summer
2023-07-29,Northeast,Retail,SKU_123,904,36160,0,Summer
2023-07-29,West,Wholesale,SKU_456,2301,115050,0,Summer
2023-07-30,Northeast,Retail,SKU_123,1131,45240,0,Summer
2023-07-30,West,Wholesale,SKU_456,2658,132900,0,Summer
2023-07-31,Northeast,Retail,SKU_123,1625,65000,1,Summer
2023-07-31,West,Wholesale,SKU_456,3820,191000,0,Summer
2023-08-01,Northeast,Retail,SKU_123,1371,54840,0,Summer
2023-08-01,West,Wholesale,SKU_456,2671,133550,0,Summer
2023-08-02,Northeast,Retail,SKU_123,1418,56720,1,Summer
2023-08-02,West,Wholesale,SKU_456,2544,127200,0,Summer
2023-08-03,Northeast,Retail,SKU_123,1047,41880,0,Summer
2023-08-03,West,Wholesale,SKU_456,1879,93950,1,Summer
2023-08-04,Northeast,Retail,SKU_123,1783,71320,1,Summer
2023-08-04,West,Wholesale,SKU_456,1077,53850,0,Summer
2023-08-05,Northeast,Retail,SKU_123,719,28760,1,Summer
2023-08-05,West,Wholesale,SKU_456,2831,141550,1,Summer
2023-08-06,Northeast,Retail,SKU_123,1086,43440,0,Summer
2023-08-06,West,Wholesale,SKU_456,2668,133400,0,Summer
2023-08-07,Northeast,Retail,SKU_123,1682,67280,0,Summer
2023-08-07,West,Wholesale,SKU_456,3568,178400,0,Summer
2023-08-08,Northeast,Retail,SKU_123,1808,72320,0,Summer
2023-08-08,West,Wholesale,SKU_456,2730,136500,0,Summer
2023-08-09,Northeast,Retail,SKU_123,1778,71120,1,Summer
2023-08-09,West,Wholesale,SKU_456,2527,126350,0,Summer
2023-08-10,Northeast,Retail,SKU_123,1286,51440,0,Summer
2023-08-10,West,Wholesale,SKU_456,4726,236300,0,Summer
2023-08-11,Northeast,Retail,SKU_123,2257,90280,0,Summer
2023-08-11,West,Wholesale,SKU_456,2685,134250,0,Summer
2023-08-12,Northeast,Retail,SKU_123,913,36520,0,Summer
2023-08-12,West,Wholesale,SKU_456,2998,149900,0,Summer
2023-08-13,Northeast,Retail,SKU_123,2141,85640,0,Summer
2023-08-13,West,Wholesale,SKU_456,3017,150850,0,Summer
2023-08-14,Northeast,Retail,SKU_123,957,38280,0,Summer
2023-08-14,West,Wholesale,SKU_456,2991,149550,0,Summer
2023-08-15,Northeast,Retail,SKU_123,1399,55960,0,Summer
2023-08-15,West,Wholesale,SKU_456,6102,305100,0,Summer
2023-08-16,Northeast,Retail,SKU_123,2039,81560,1,Summer
2023-08-16,West,Wholesale,SKU_456,1703,85150,1,Summer
2023-08-17,Northeast,Retail,SKU_123,2249,89960,1,Summer
2023-08-17,West,Wholesale,SKU_456,4115,205750,0,Summer
2023-08-18,Northeast,Retail,SKU_123,1045,41800,1,Summer
2023-08-18,West,Wholesale,SKU_456,2019,100950,0,Summer
2023-08-19,Northeast,Retail,SKU_123,1523,60920,0,Summer
2023-08-19,West,Wholesale,SKU_456,2575,128750,1,Summer
2023-08-20,Northeast,Retail,SKU_123,395,15800,0,Summer
2023-08-20,West,Wholesale,SKU_456,1849,92450,0,Summer
2023-08-21,Northeast,Retail,SKU_123,1425,57000,1,Summer
2023-08-21,West,Wholesale,SKU_456,2724,136200,0,Summer
2023-08-22,Northeast,Retail,SKU_123,1808,72320,1,Summer
2023-08-22,West,Wholesale,SKU_456,3344,167200,1,Summer
2023-08-23,Northeast,Retail,SKU_123,1245,49800,1,Summer
2023-08-23,West,Wholesale,SKU_456,2952,147600,1,Summer
2023-08-24,Northeast,Retail,SKU_123,1260,50400,0,Summer
2023-08-24,West,Wholesale,SKU_456,3571,178550,0,Summer
2023-08-25,Northeast,Retail,SKU_123,2112,84480,0,Summer
2023-08-25,West,Wholesale,SKU_456,2317,115850,1,Summer
2023-08-26,Northeast,Retail,SKU_123,1724,68960,0,Summer
2023-08-26,West,Wholesale,SKU_456,1932,96600,0,Summer
2023-08-27,Northeast,Retail,SKU_123,914,36560,0,Summer
2023-08-27,West,Wholesale,SKU_456,2223,111150,1,Summer
2023-08-28,Northeast,Retail,SKU_123,661,26440,0,Summer
2023-08-28,West,Wholesale,SKU_456,3107,155350,1,Summer
2023-08-29,Northeast,Retail,SKU_123,892,35680,0,Summer
2023-08-29,West,Wholesale,SKU_456,3036,151800,1,Summer
2023-08-30,Northeast,Retail,SKU_123,2137,85480,0,Summer
2023-08-30,West,Wholesale,SKU_456,4665,233250,1,Summer
2023-08-31,Northeast,Retail,SKU_123,1752,70080,0,Summer
2023-08-31,West,Wholesale,SKU_456,3127,156350,0,Summer
2023-09-01,Northeast,Retail,SKU_123,1040,41600,0,Summer
2023-09-01,West,Wholesale,SKU_456,1172,58600,0,Summer
2023-09-02,Northeast,Retail,SKU_123,2237,89480,0,Summer
2023-09-02,West,Wholesale,SKU_456,2332,116600,0,Summer
2023-09-03,Northeast,Retail,SKU_123,1417,56680,0,Summer
2023-09-03,West,Wholesale,SKU_456,3231,161550,1,Summer
2023-09-04,Northeast,Retail,SKU_123,946,37840,0,Summer
2023-09-04,West,Wholesale,SKU_456,3540,177000,0,Summer
2023-09-05,Northeast,Retail,SKU_123,1698,67920,0,Summer
2023-09-05,West,Wholesale,SKU_456,2003,100150,0,Summer
2023-09-06,Northeast,Retail,SKU_123,1607,64280,0,Summer
2023-09-06,West,Wholesale,SKU_456,3322,166100,0,Summer
2023-09-07,Northeast,Retail,SKU_123,1996,79840,1,Summer
2023-09-07,West,Wholesale,SKU_456,3917,195850,1,Summer
2023-09-08,Northeast,Retail,SKU_123,2321,92840,0,Summer
2023-09-08,West,Wholesale,SKU_456,2079,103950,1,Summer
2023-09-09,Northeast,Retail,SKU_123,971,38840,0,Summer
2023-09-09,West,Wholesale,SKU_456,4024,201200,1,Summer
2023-09-10,Northeast,Retail,SKU_123,975,39000,0,Summer
2023-09-10,West,Wholesale,SKU_456,2766,138300,0,Summer
2023-09-11,Northeast,Retail,SKU_123,473,18920,0,Summer
2023-09-11,West,Wholesale,SKU_456,3619,180950,0,Summer
2023-09-12,Northeast,Retail,SKU_123,1381,55240,1,Summer
2023-09-12,West,Wholesale,SKU_456,2427,121350,1,Summer
2023-09-13,Northeast,Retail,SKU_123,2048,81920,0,Summer
2023-09-13,West,Wholesale,SKU_456,2963,148150,0,Summer
2023-09-14,Northeast,Retail,SKU_123,269,10760,0,Summer
2023-09-14,West,Wholesale,SKU_456,2811,140550,1,Summer
2023-09-15,Northeast,Retail,SKU_123,1511,60440,0,Summer
2023-09-15,West,Wholesale,SKU_456,2688,134400,0,Summer
2023-09-16,Northeast,Retail,SKU_123,1671,66840,0,Summer
2023-09-16,West,Wholesale,SKU_456,4330,216500,1,Summer
2023-09-17,Northeast,Retail,SKU_123,810,32400,1,Summer
2023-09-17,West,Wholesale,SKU_456,1638,81900,1,Summer
2023-09-18,Northeast,Retail,SKU_123,1732,69280,0,Summer
2023-09-18,West,Wholesale,SKU_456,2863,143150,0,Summer
2023-09-19,Northeast,Retail,SKU_123,873,34920,1,Summer
2023-09-19,West,Wholesale,SKU_456,2113,105650,0,Summer
2023-09-20,Northeast,Retail,SKU_123,1739,69560,1,Summer
2023-09-20,West,Wholesale,SKU_456,3512,175600,0,Summer
2023-09-21,Northeast,Retail,SKU_123,723,28920,1,Summer
2023-09-21,West,Wholesale,SKU_456,3357,167850,0,Summer
2023-09-22,Northeast,Retail,SKU_123,1807,72280,0,Summer
2023-09-22,West,Wholesale,SKU_456,2994,149700,1,Summer
2023-09-23,Northeast,Retail,SKU_123,1083,43320,1,Summer
2023-09-23,West,Wholesale,SKU_456,2121,106050,1,Summer
2023-09-24,Northeast,Retail,SKU_123,2660,106400,1,Summer
2023-09-24,West,Wholesale,SKU_456,4430,221500,0,Summer
2023-09-25,Northeast,Retail,SKU_123,1341,53640,0,Summer
2023-09-25,West,Wholesale,SKU_456,3825,191250,0,Summer
2023-09-26,Northeast,Retail,SKU_123,1413,56520,0,Summer
2023-09-26,West,Wholesale,SKU_456,2234,111700,0,Summer
2023-09-27,Northeast,Retail,SKU_123,803,32120,1,Summer
2023-09-27,West,Wholesale,SKU_456,2394,119700,0,Summer
2023-09-28,Northeast,Retail,SKU_123,1305,52200,0,Summer
2023-09-28,West,Wholesale,SKU_456,3848,192400,1,Summer
2023-09-29,Northeast,Retail,SKU_123,1219,48760,0,Summer
2023-09-29,West,Wholesale,SKU_456,2791,139550,0,Summer
2023-09-30,Northeast,Retail,SKU_123,885,35400,0,Summer
2023-09-30,West,Wholesale,SKU_456,1974,98700,1,Summer
2023-10-01,Northeast,Retail,SKU_123,828,33120,0,Fall
2023-10-01,West,Wholesale,SKU_456,1764,88200,0,Fall
2023-10-02,Northeast,Retail,SKU_123,1475,59000,0,Fall
2023-10-02,West,Wholesale,SKU_456,3169,158450,1,Fall
2023-10-03,Northeast,Retail,SKU_123,1013,40520,0,Fall
2023-10-03,West,Wholesale,SKU_456,2548,127400,0,Fall
2023-10-04,Northeast,Retail,SKU_123,1006,40240,0,Fall
2023-10-04,West,Wholesale,SKU_456,3155,157750,1,Fall
2023-10-05,Northeast,Retail,SKU_123,1570,62800,0,Fall
2023-10-05,West,Wholesale,SKU_456,4668,233400,0,Fall
2023-10-06,Northeast,Retail,SKU_123,1192,47680,1,Fall
2023-10-06,West,Wholesale,SKU_456,4655,232750,1,Fall
2023-10-07,Northeast,Retail,SKU_123,2514,100560,0,Fall
2023-10-07,West,Wholesale,SKU_456,4174,208700,0,Fall
2023-10-08,Northeast,Retail,SKU_123,1536,61440,1,Fall
2023-10-08,West,Wholesale,SKU_456,4447,222350,0,Fall
2023-10-09,Northeast,Retail,SKU_123,921,36840,0,Fall
2023-10-09,West,Wholesale,SKU_456,2772,138600,0,Fall
2023-10-10,Northeast,Retail,SKU_123,863,34520,0,Fall
2023-10-10,West,Wholesale,SKU_456,1642,82100,0,Fall
2023-10-11,Northeast,Retail,SKU_123,1235,49400,0,Fall
2023-10-11,West,Wholesale,SKU_456,1665,83250,0,Fall
2023-10-12,Northeast,Retail,SKU_123,1930,77200,0,Fall
2023-10-12,West,Wholesale,SKU_456,3062,153100,0,Fall
2023-10-13,Northeast,Retail,SKU_123,1685,67400,0,Fall
2023-10-13,West,Wholesale,SKU_456,2913,145650,0,Fall
2023-10-14,Northeast,Retail,SKU_123,521,20840,0,Fall
2023-10-14,West,Wholesale,SKU_456,2023,101150,1,Fall
2023-10-15,Northeast,Retail,SKU_123,1594,63760,1,Fall
2023-10-15,West,Wholesale,SKU_456,2306,115300,0,Fall
2023-10-16,Northeast,Retail,SKU_123,597,23880,0,Fall
2023-10-16,West,Wholesale,SKU_456,2615,130750,0,Fall
2023-10-17,Northeast,Retail,SKU_123,1726,69040,0,Fall
2023-10-17,West,Wholesale,SKU_456,4353,217650,0,Fall
2023-10-18,Northeast,Retail,SKU_123,1215,48600,1,Fall
2023-10-18,West,Wholesale,SKU_456,2917,145850,0,Fall
2023-10-19,Northeast,Retail,SKU_123,1349,53960,0,Fall
2023-10-19,West,Wholesale,SKU_456,2110,105500,0,Fall
2023-10-20,Northeast,Retail,SKU_123,1296,51840,1,Fall
2023-10-20,West,Wholesale,SKU_456,4458,222900,0,Fall
2023-10-21,Northeast,Retail,SKU_123,1511,60440,0,Fall
2023-10-21,West,Wholesale,SKU_456,1869,93450,0,Fall
2023-10-22,Northeast,Retail,SKU_123,1983,79320,0,Fall
2023-10-22,West,Wholesale,SKU_456,4847,242350,0,Fall
2023-10-23,Northeast,Retail,SKU_123,2321,92840,1,Fall
2023-10-23,West,Wholesale,SKU_456,2180,109000,0,Fall
2023-10-24,Northeast,Retail,SKU_123,879,35160,0,Fall
2023-10-24,West,Wholesale,SKU_456,3297,164850,0,Fall
2023-10-25,Northeast,Retail,SKU_123,1151,46040,0,Fall
2023-10-25,West,Wholesale,SKU_456,3048,152400,1,Fall
2023-10-26,Northeast,Retail,SKU_123,1494,59760,0,Fall
2023-10-26,West,Wholesale,SKU_456,3411,170550,0,Fall
2023-10-27,Northeast,Retail,SKU_123,1719,68760,0,Fall
2023-10-27,West,Wholesale,SKU_456,2667,133350,1,Fall
2023-10-28,Northeast,Retail,SKU_123,1278,51120,0,Fall
2023-10-28,West,Wholesale,SKU_456,1668,83400,1,Fall
2023-10-29,Northeast,Retail,SKU_123,1591,63640,1,Fall
2023-10-29,West,Wholesale,SKU_456,1423,71150,0,Fall
2023-10-30,Northeast,Retail,SKU_123,1658,66320,0,Fall
2023-10-30,West,Wholesale,SKU_456,3050,152500,1,Fall
2023-10-31,Northeast,Retail,SKU_123,1061,42440,0,Fall
2023-10-31,West,Wholesale,SKU_456,3898,194900,0,Fall
2023-11-01,Northeast,Retail,SKU_123,3015,120600,0,Fall
2023-11-01,West,Wholesale,SKU_456,2958,147900,1,Fall
2023-11-02,Northeast,Retail,SKU_123,1267,50680,0,Fall
2023-11-02,West,Wholesale,SKU_456,5016,250800,0,Fall
2023-11-03,Northeast,Retail,SKU_123,1075,43000,0,Fall
2023-11-03,West,Wholesale,SKU_456,3474,173700,1,Fall
2023-11-04,Northeast,Retail,SKU_123,758,30320,0,Fall
2023-11-04,West,Wholesale,SKU_456,4994,249700,1,Fall
2023-11-05,Northeast,Retail,SKU_123,1128,45120,0,Fall
2023-11-05,West,Wholesale,SKU_456,4772,238600,0,Fall
2023-11-06,Northeast,Retail,SKU_123,1915,76600,0,Fall
2023-11-06,West,Wholesale,SKU_456,1965,98250,1,Fall
2023-11-07,Northeast,Retail,SKU_123,1672,66880,1,Fall
2023-11-07,West,Wholesale,SKU_456,2838,141900,0,Fall
2023-11-08,Northeast,Retail,SKU_123,712,28480,0,Fall
2023-11-08,West,Wholesale,SKU_456,3360,168000,1,Fall
2023-11-09,Northeast,Retail,SKU_123,2208,88320,0,Fall
2023-11-09,West,Wholesale,SKU_456,2349,117450,1,Fall
2023-11-10,Northeast,Retail,SKU_123,2071,82840,1,Fall
2023-11-10,West,Wholesale,SKU_456,2443,122150,1,Fall
2023-11-11,Northeast,Retail,SKU_123,2404,96160,0,Fall
2023-11-11,West,Wholesale,SKU_456,3286,164300,0,Fall
2023-11-12,Northeast,Retail,SKU_123,1896,75840,0,Fall
2023-11-12,West,Wholesale,SKU_456,3610,180500,0,Fall
2023-11-13,Northeast,Retail,SKU_123,948,37920,0,Fall
2023-11-13,West,Wholesale,SKU_456,2972,148600,0,Fall
2023-11-14,Northeast,Retail,SKU_123,2357,94280,1,Fall
2023-11-14,West,Wholesale,SKU_456,5022,251100,1,Fall
2023-11-15,Northeast,Retail,SKU_123,1050,42000,0,Fall
2023-11-15,West,Wholesale,SKU_456,3202,160100,0,Fall
2023-11-16,Northeast,Retail,SKU_123,2337,93480,0,Fall
2023-11-16,West,Wholesale,SKU_456,2395,119750,0,Fall
2023-11-17,Northeast,Retail,SKU_123,1605,64200,1,Fall
2023-11-17,West,Wholesale,SKU_456,1973,98650,0,Fall
2023-11-18,Northeast,Retail,SKU_123,1145,45800,0,Fall
2023-11-18,West,Wholesale,SKU_456,2913,145650,0,Fall
2023-11-19,Northeast,Retail,SKU_123,1653,66120,0,Fall
2023-11-19,West,Wholesale,SKU_456,4027,201350,1,Fall
2023-11-20,Northeast,Retail,SKU_123,1961,78440,1,Fall
2023-11-20,West,Wholesale,SKU_456,2257,112850,0,Fall
2023-11-21,Northeast,Retail,SKU_123,1335,53400,0,Fall
2023-11-21,West,Wholesale,SKU_456,2940,147000,0,Fall
2023-11-22,Northeast,Retail,SKU_123,1897,75880,0,Fall
2023-11-22,West,Wholesale,SKU_456,3530,176500,0,Fall
2023-11-23,Northeast,Retail,SKU_123,1192,47680,0,Fall
2023-11-23,West,Wholesale,SKU_456,2954,147700,1,Fall
2023-11-24,Northeast,Retail,SKU_123,1463,58520,0,Fall
2023-11-24,West,Wholesale,SKU_456,2432,121600,0,Fall
2023-11-25,Northeast,Retail,SKU_123,1569,62760,1,Fall
2023-11-25,West,Wholesale,SKU_456,1912,95600,0,Fall
2023-11-26,Northeast,Retail,SKU_123,1697,67880,0,Fall
2023-11-26,West,Wholesale,SKU_456,2724,136200,1,Fall
2023-11-27,Northeast,Retail,SKU_123,1254,50160,1,Fall
2023-11-27,West,Wholesale,SKU_456,3618,180900,0,Fall
2023-11-28,Northeast,Retail,SKU_123,2442,97680,0,Fall
2023-11-28,West,Wholesale,SKU_456,2892,144600,1,Fall
2023-11-29,Northeast,Retail,SKU_123,1648,65920,0,Fall
2023-11-29,West,Wholesale,SKU_456,2465,123250,0,Fall
2023-11-30,Northeast,Retail,SKU_123,798,31920,0,Fall
2023-11-30,West,Wholesale,SKU_456,2333,116650,1,Fall
2023-12-01,Northeast,Retail,SKU_123,868,34720,1,Fall
2023-12-01,West,Wholesale,SKU_456,4483,224150,0,Fall
2023-12-02,Northeast,Retail,SKU_123,1747,69880,0,Fall
2023-12-02,West,Wholesale,SKU_456,2801,140050,1,Fall
2023-12-03,Northeast,Retail,SKU_123,2763,110520,0,Fall
2023-12-03,West,Wholesale,SKU_456,2308,115400,0,Fall
2023-12-04,Northeast,Retail,SKU_123,1187,47480,0,Fall
2023-12-04,West,Wholesale,SKU_456,2169,108450,1,Fall
2023-12-05,Northeast,Retail,SKU_123,750,30000,0,Fall
2023-12-05,West,Wholesale,SKU_456,2481,124050,0,Fall
2023-12-06,Northeast,Retail,SKU_123,646,25840,0,Fall
2023-12-06,West,Wholesale,SKU_456,4130,206500,0,Fall
2023-12-07,Northeast,Retail,SKU_123,1316,52640,1,Fall
2023-12-07,West,Wholesale,SKU_456,3526,176300,0,Fall
2023-12-08,Northeast,Retail,SKU_123,1512,60480,0,Fall
2023-12-08,West,Wholesale,SKU_456,2550,127500,0,Fall
2023-12-09,Northeast,Retail,SKU_123,853,34120,0,Fall
2023-12-09,West,Wholesale,SKU_456,1516,75800,0,Fall
2023-12-10,Northeast,Retail,SKU_123,1063,42520,0,Fall
2023-12-10,West,Wholesale,SKU_456,1754,87700,1,Fall
2023-12-11,Northeast,Retail,SKU_123,1616,64640,0,Fall
2023-12-11,West,Wholesale,SKU_456,2345,117250,0,Fall
2023-12-12,Northeast,Retail,SKU_123,876,35040,1,Fall
2023-12-12,West,Wholesale,SKU_456,3474,173700,1,Fall
2023-12-13,Northeast,Retail,SKU_123,1194,47760,1,Fall
2023-12-13,West,Wholesale,SKU_456,2975,148750,1,Fall
2023-12-14,Northeast,Retail,SKU_123,263,10520,1,Fall
2023-12-14,West,Wholesale,SKU_456,4147,207350,0,Fall
2023-12-15,Northeast,Retail,SKU_123,1116,44640,0,Fall
2023-12-15,West,Wholesale,SKU_456,2213,110650,1,Fall
2023-12-16,Northeast,Retail,SKU_123,1170,46800,1,Fall
2023-12-16,West,Wholesale,SKU_456,3754,187700,0,Fall
2023-12-17,Northeast,Retail,SKU_123,1830,73200,1,Fall
2023-12-17,West,Wholesale,SKU_456,3560,178000,0,Fall
2023-12-18,Northeast,Retail,SKU_123,1309,52360,0,Fall
2023-12-18,West,Wholesale,SKU_456,4776,238800,0,Fall
2023-12-19,Northeast,Retail,SKU_123,938,37520,0,Fall
2023-12-19,West,Wholesale,SKU_456,3768,188400,0,Fall
2023-12-20,Northeast,Retail,SKU_123,1074,42960,0,Fall
2023-12-20,West,Wholesale,SKU_456,2776,138800,0,Fall
2023-12-21,Northeast,Retail,SKU_123,2492,99680,1,Fall
2023-12-21,West,Wholesale,SKU_456,2870,143500,0,Fall
2023-12-22,Northeast,Retail,SKU_123,3039,121560,1,Fall
2023-12-22,West,Wholesale,SKU_456,5025,251250,0,Fall
2023-12-23,Northeast,Retail,SKU_123,1739,69560,0,Fall
2023-12-23,West,Wholesale,SKU_456,2814,140700,0,Fall
2023-12-24,Northeast,Retail,SKU_123,1817,72680,1,Fall
2023-12-24,West,Wholesale,SKU_456,3783,189150,0,Fall
2023-12-25,Northeast,Retail,SKU_123,837,33480,0,Fall
2023-12-25,West,Wholesale,SKU_456,2312,115600,0,Fall
2023-12-26,Northeast,Retail,SKU_123,1312,52480,1,Fall
2023-12-26,West,Wholesale,SKU_456,2861,143050,1,Fall
2023-12-27,Northeast,Retail,SKU_123,905,36200,0,Fall
2023-12-27,West,Wholesale,SKU_456,4215,210750,0,Fall
2023-12-28,Northeast,Retail,SKU_123,1808,72320,0,Fall
2023-12-28,West,Wholesale,SKU_456,2591,129550,0,Fall
2023-12-29,Northeast,Retail,SKU_123,2472,98880,0,Fall
2023-12-29,West,Wholesale,SKU_456,3267,163350,0,Fall
2023-12-30,Northeast,Retail,SKU_123,1618,64720,0,Fall
2023-12-30,West,Wholesale,SKU_456,3355,167750,0,Fall
2023-12-31,Northeast,Retail,SKU_123,710,28400,1,Fall
2023-12-31,West,Wholesale,SKU_456,4194,209700,1,Fall
2024-01-01,Northeast,Retail,SKU_123,1561,62440,0,Winter
2024-01-01,West,Wholesale,SKU_456,2963,148150,0,Winter
2024-01-02,Northeast,Retail,SKU_123,512,20480,1,Winter
2024-01-02,West,Wholesale,SKU_456,1631,81550,1,Winter
2024-01-03,Northeast,Retail,SKU_123,1773,70920,0,Winter
2024-01-03,West,Wholesale,SKU_456,2760,138000,0,Winter
2024-01-04,Northeast,Retail,SKU_123,2520,100800,1,Winter
2024-01-04,West,Wholesale,SKU_456,3974,198700,1,Winter
2024-01-05,Northeast,Retail,SKU_123,2614,104560,0,Winter
2024-01-05,West,Wholesale,SKU_456,3338,166900,0,Winter
2024-01-06,Northeast,Retail,SKU_123,831,33240,1,Winter
2024-01-06,West,Wholesale,SKU_456,3973,198650,1,Winter
2024-01-07,Northeast,Retail,SKU_123,1048,41920,1,Winter
2024-01-07,West,Wholesale,SKU_456,2459,122950,0,Winter
2024-01-08,Northeast,Retail,SKU_123,1421,56840,0,Winter
2024-01-08,West,Wholesale,SKU_456,4253,212650,0,Winter
2024-01-09,Northeast,Retail,SKU_123,1,40,0,Winter
2024-01-09,West,Wholesale,SKU_456,3178,158900,0,Winter
2024-01-10,Northeast,Retail,SKU_123,1266,50640,0,Winter
2024-01-10,West,Wholesale,SKU_456,2747,137350,0,Winter
2024-01-11,Northeast,Retail,SKU_123,1494,59760,0,Winter
2024-01-11,West,Wholesale,SKU_456,1320,66000,0,Winter
2024-01-12,Northeast,Retail,SKU_123,1915,76600,0,Winter
2024-01-12,West,Wholesale,SKU_456,4720,236000,0,Winter
2024-01-13,Northeast,Retail,SKU_123,1024,40960,1,Winter
2024-01-13,West,Wholesale,SKU_456,2605,130250,0,Winter
2024-01-14,Northeast,Retail,SKU_123,892,35680,0,Winter
2024-01-14,West,Wholesale,SKU_456,2382,119100,0,Winter
2024-01-15,Northeast,Retail,SKU_123,1042,41680,0,Winter
2024-01-15,West,Wholesale,SKU_456,1825,91250,1,Winter
2024-01-16,Northeast,Retail,SKU_123,1783,71320,0,Winter
2024-01-16,West,Wholesale,SKU_456,2980,149000,1,Winter
2024-01-17,Northeast,Retail,SKU_123,1899,75960,0,Winter
2024-01-17,West,Wholesale,SKU_456,4467,223350,1,Winter
2024-01-18,Northeast,Retail,SKU_123,459,18360,1,Winter
2024-01-18,West,Wholesale,SKU_456,3127,156350,0,Winter
2024-01-19,Northeast,Retail,SKU_123,1272,50880,1,Winter
2024-01-19,West,Wholesale,SKU_456,2806,140300,1,Winter
2024-01-20,Northeast,Retail,SKU_123,1777,71080,0,Winter
2024-01-20,West,Wholesale,SKU_456,3605,180250,1,Winter
2024-01-21,Northeast,Retail,SKU_123,1530,61200,1,Winter
2024-01-21,West,Wholesale,SKU_456,4425,221250,0,Winter
2024-01-22,Northeast,Retail,SKU_123,1255,50200,0,Winter
2024-01-22,West,Wholesale,SKU_456,3346,167300,0,Winter
2024-01-23,Northeast,Retail,SKU_123,2193,87720,0,Winter
2024-01-23,West,Wholesale,SKU_456,3455,172750,0,Winter
2024-01-24,Northeast,Retail,SKU_123,2523,100920,1,Winter
2024-01-24,West,Wholesale,SKU_456,3902,195100,0,Winter
2024-01-25,Northeast,Retail,SKU_123,1490,59600,1,Winter
2024-01-25,West,Wholesale,SKU_456,4260,213000,1,Winter
2024-01-26,Northeast,Retail,SKU_123,1839,73560,0,Winter
2024-01-26,West,Wholesale,SKU_456,1884,94200,1,Winter
2024-01-27,Northeast,Retail,SKU_123,1810,72400,1,Winter
2024-01-27,West,Wholesale,SKU_456,3043,152150,0,Winter
2024-01-28,Northeast,Retail,SKU_123,1169,46760,1,Winter
2024-01-28,West,Wholesale,SKU_456,3104,155200,1,Winter
2024-01-29,Northeast,Retail,SKU_123,1102,44080,0,Winter
2024-01-29,West,Wholesale,SKU_456,3209,160450,0,Winter
2024-01-30,Northeast,Retail,SKU_123,1765,70600,1,Winter
2024-01-30,West,Wholesale,SKU_456,3412,170600,1,Winter
2024-01-31,Northeast,Retail,SKU_123,1455,58200,0,Winter
2024-01-31,West,Wholesale,SKU_456,2650,132500,1,Winter
2024-02-01,Northeast,Retail,SKU_123,1402,56080,0,Winter
2024-02-01,West,Wholesale,SKU_456,3737,186850,0,Winter
2024-02-02,Northeast,Retail,SKU_123,1313,52520,1,Winter
2024-02-02,West,Wholesale,SKU_456,4803,240150,0,Winter
2024-02-03,Northeast,Retail,SKU_123,1037,41480,0,Winter
2024-02-03,West,Wholesale,SKU_456,3168,158400,0,Winter
2024-02-04,Northeast,Retail,SKU_123,1290,51600,0,Winter
2024-02-04,West,Wholesale,SKU_456,4440,222000,0,Winter
2024-02-05,Northeast,Retail,SKU_123,1855,74200,1,Winter
2024-02-05,West,Wholesale,SKU_456,2524,126200,0,Winter
2024-02-06,Northeast,Retail,SKU_123,232,9280,1,Winter
2024-02-06,West,Wholesale,SKU_456,2456,122800,0,Winter
2024-02-07,Northeast,Retail,SKU_123,738,29520,0,Winter
2024-02-07,West,Wholesale,SKU_456,2100,105000,0,Winter
2024-02-08,Northeast,Retail,SKU_123,1104,44160,1,Winter
2024-02-08,West,Wholesale,SKU_456,2662,133100,0,Winter
2024-02-09,Northeast,Retail,SKU_123,629,25160,1,Winter
2024-02-09,West,Wholesale,SKU_456,2407,120350,1,Winter
2024-02-10,Northeast,Retail,SKU_123,1216,48640,0,Winter
2024-02-10,West,Wholesale,SKU_456,4071,203550,1,Winter
2024-02-11,Northeast,Retail,SKU_123,2217,88680,1,Winter
2024-02-11,West,Wholesale,SKU_456,3338,166900,1,Winter
2024-02-12,Northeast,Retail,SKU_123,1207,48280,1,Winter
2024-02-12,West,Wholesale,SKU_456,3059,152950,0,Winter
2024-02-13,Northeast,Retail,SKU_123,1391,55640,0,Winter
2024-02-13,West,Wholesale,SKU_456,3504,175200,0,Winter
2024-02-14,Northeast,Retail,SKU_123,2097,83880,0,Winter
2024-02-14,West,Wholesale,SKU_456,3669,183450,0,Winter
2024-02-15,Northeast,Retail,SKU_123,1607,64280,0,Winter
2024-02-15,West,Wholesale,SKU_456,3860,193000,0,Winter
2024-02-16,Northeast,Retail,SKU_123,1151,46040,0,Winter
2024-02-16,West,Wholesale,SKU_456,2192,109600,0,Winter
2024-02-17,Northeast,Retail,SKU_123,1948,77920,0,Winter
2024-02-17,West,Wholesale,SKU_456,1364,68200,0,Winter
2024-02-18,Northeast,Retail,SKU_123,1377,55080,0,Winter
2024-02-18,West,Wholesale,SKU_456,2871,143550,0,Winter
2024-02-19,Northeast,Retail,SKU_123,973,38920,0,Winter
2024-02-19,West,Wholesale,SKU_456,3628,181400,0,Winter
2024-02-20,Northeast,Retail,SKU_123,1957,78280,1,Winter
2024-02-20,West,Wholesale,SKU_456,2289,114450,0,Winter
2024-02-21,Northeast,Retail,SKU_123,1873,74920,0,Winter
2024-02-21,West,Wholesale,SKU_456,2970,148500,0,Winter
2024-02-22,Northeast,Retail,SKU_123,1576,63040,1,Winter
